景点名称;地点;景点级别;热度;口碑;标签;评论
圣德泉温泉度假村;距市中心24.1km;4A;3.9;吉林市温泉景点榜 No.1;馆内设有温泉游泳池,度假村;27条点评
阿什小雾凇岛;距市中心11.3km;#;3.9;#;#;3条点评
吉林机器局旧址;火车站·距市中心3.4km;#;3.9;#;历史建筑;17条点评
吉林市滑雪;吉林市·吉林;#;3.9;#;丰富的雪资源;#
吉林文庙;火车站·距市中心1.7km;#;3.8;#;中国四大文庙之一,历史建筑;168条点评
龙潭山公园;吉林化工学院·距市中心6.9km;#;3.8;#;登峰远眺尽览全城风光,避暑纳凉;197条点评
珲春街夜市;火车站·距市中心748m;#;3.7;吉林市夜游必打卡景点榜 No.2;城市漫步;1条点评
圣鑫葡萄酒庄园;距市中心15.9km;4A;3.6;#;江南美景与关东民俗并存,公园&植物园;18条点评
五虎岛;距市中心28.2km;#;3.6;#;岛上有规模庞大的游乐场,海滨玩水;14条点评
官马溶洞;磐石·距市中心85.7km;#;3.5;#;洞中有洞的地表熔岩洞,自然山水;100条点评
纳美山谷旅游度假区;距市中心7.2km;#;3.5;#;度假村;4条点评
三道码头文华号游船;火车站·距市中心180m;#;3.5;#;乘船游览;3条点评
五家山滑雪场;距市中心16.4km;#;3.4;#;景色宜人的滑雪场,遛娃宝藏地;18条点评
松花江游船;东北电力大学·距市中心1.2km;#;3.4;#;乘船游览;#
吉林雪乡;舒兰·距市中心63.5km;#;3.3;#;冰雪乐园;34条点评
圣鑫水世界;距市中心16.0km;#;3.3;吉林市温泉景点榜 No.2;风景优美的综合温泉度假村,遛娃宝藏地;137条点评
冰雪乌拉城;距市中心6.9km;#;3.2;#;#;3条点评
热带雨林温泉;东北电力大学·距市中心2.4km;#;3.2;#;遛娃宝藏地;20条点评
东北虎豹国家公园;距市中心11.2km;#;3.2;#;自然山水;2条点评
江南公园;北华大学/医药学院·距市中心1.2km;#;3.2;#;始建于光绪年间,夜游观景;39条点评
乌拉街满族镇;距市中心28.7km;#;3.2;#;有满族建筑，古迹众多;48条点评
七星堡酒庄;距市中心13.8km;#;3.1;#;在欧式古堡中品葡萄美酒;12条点评
吉雪滑雪场;距市中心16.9km;#;3.1;#;户外滑雪;20条点评
松花江大剧院(原刘老根大舞台);火车站·距市中心2.0km;#;3.1;#;演出;1条点评
松花江大剧院;火车站·距市中心2.0km;#;3.0;#;演出;9条点评
北山冰雪大世界;东北电力大学·距市中心2.0km;#;3.0;#;综合性户外冰雪游玩场所,冰雪乐园;30条点评
山水云间景区;距市中心21.8km;#;3.0;#;露营·营地;#
吉林大街;北华大学/医药学院·距市中心1.7km;#;3.0;#;城市漫步;50条点评
北山四季越野滑雪场;东北电力大学·距市中心1.9km;#;3.0;#;室内滑雪;1条点评
水师营博物馆;东北电力大学·距市中心2.1km;#;2.9;#;博物馆;8条点评
蛟河鹿角沟;蛟河·距市中心34.3km;#;2.8;#;因山谷似鹿角而得名,登高爬山;21条点评
乌拉古城遗址;距市中心29.6km;#;2.8;#;古镇古村;1条点评
卓远温泉;永吉·距市中心43.9km;#;2.8;#;泡温泉;4条点评
吉林市太原街观光夜市;火车站·距市中心2.0km;#;2.8;吉林市夜游必打卡景点榜 No.3;城市漫步;1条点评
哈尔滨冰雪大世界;󰝊周边景点哈尔滨 · 融创乐园/太阳岛;#;9.2;2025全球100必打卡景点;亮灯后晶莹的冰雕更加梦幻,嗨玩乐园;4.1万条点评
玄帝观;火车站·距市中心2.3km;#;2.7;#;历史建筑;#
吉林西海浪景区;距市中心30.6km;#;2.7;#;#;#
清真美食街;火车站·距市中心2.0km;#;2.7;#;城市漫步;#
吉林京剧出科博物馆;北华大学/医药学院·距市中心1.3km;#;2.7;#;博物馆&展馆;5条点评
韩屯村;吉林雾凇岛·距市中心33.8km;#;2.7;#;#;17条点评
大秃子山;桦甸·距市中心77.5km;#;2.7;#;#;#
富饶农场;距市中心11.0km;#;2.7;#;公园&植物园;5条点评
吉林市赏红叶;蛟河·吉林市;#;2.6;#;#;#
松花江大剧院二人转大舞台;火车站·距市中心2.0km;#;2.6;#;#;#
吉海铁路总站旧址;东北电力大学·距市中心3.9km;#;2.6;#;#;#
海洋之星汗蒸休闲浴场;火车站·距市中心2.8km;#;2.6;#;洗浴泡汤;#
紫御温泉国际温泉度假村;距市中心26.0km;#;2.6;#;度假村;10条点评
海立方海洋乐园;距市中心5.3km;#;2.6;#;主题乐园&游乐场;#
丰满发电;松花湖度假区·距市中心16.4km;#;2.6;#;了解电厂发电原理,地标观景;24条点评
吉林市赏荷花;吉林市·吉林;#;2.6;#;#;#
东北虎林园;󰝊周边景点哈尔滨 · 融创乐园/太阳岛;4A;8.6;2025亚洲100亲子景点;近距离观察东北虎生活场景,亲近动物;8222条点评
莲花山景区;磐石·距市中心77.6km;#;2.5;#;始为皇家围场,登高爬山;4条点评
临江门大桥;北华大学/医药学院·距市中心1.4km;#;2.5;#;地标观景;14条点评
插树岭漂流;蛟河·距市中心45.7km;#;2.5;#;山地越野,清凉漂流;5条点评
河南步行街;火车站·距市中心1.0km;#;2.5;#;城市漫步;#
松江中路;火车站·距市中心102m;#;2.5;#;风景优美的滨江街道,城市漫步;72条点评
灵岩寺;距市中心10.8km;#;2.4;#;历史建筑;#
吉林市美术馆;火车站·距市中心2.0km;#;2.4;#;#;3条点评
伏尔加庄园;󰝊周边景点哈尔滨 · 伏尔加庄园度假区;4A;8.1;2025亚洲100亲子景点;俄罗斯风情庄园,度假村;4130条点评
丰满水电博物馆;松花湖度假区·距市中心16.2km;#;2.4;#;博物馆;1条点评
净月潭;󰝊周边景点距吉林市86.3km;5A;7.8;吉林必打卡景点榜 No.2;漫步栈道欣赏湖光山色,避暑纳凉;5862条点评
磐石市莲花山滑雪场;磐石·距市中心78.4km;#;2.4;#;驰骋在林海雪原中,户外滑雪;13条点评
长白岛湿地公园;火车站·距市中心6.3km;#;2.3;#;自然山水;#
庆岭漂流;蛟河·距市中心44.0km;#;2.4;#;清凉漂流;#
鑫海乐汤汇;北华大学/医药学院·距市中心2.6km;#;2.4;#;洗浴泡汤;1条点评
万科松花湖度假区露营地;万科松花湖滑雪度假区·距市中心18.0km;#;2.4;#;#;#
舒兰市301森林公园;舒兰·距市中心72.4km;#;2.3;#;夏可避暑，冬宜滑雪,自然山水;8条点评
人民广场;东北电力大学·距市中心1.1km;#;2.3;#;吉林国际马拉松赛的起点,地标观景;27条点评
磨盘山;距市中心17.3km;#;2.3;#;顶峰形状如磨盘,登高爬山;1条点评
吉林圣鑫世外桃源温泉谷;距市中心16.0km;#;2.3;#;#;#
枫雪部落;桦甸·距市中心59.2km;#;2.3;#;#;1条点评
吉林松花湖弥勒寺;距市中心19.0km;#;2.3;#;#;#
白石山国家森林公园;蛟河·距市中心93.1km;#;2.3;#;高低海拔落差大,登高爬山;11条点评
幽芳谷;蛟河·距市中心54.8km;#;2.3;#;自然山水;5条点评
镜泊湖风景区;󰝊周边景点宁安 · 镜泊湖风景区;5A;7.6;2025中国50玩水避暑景点;火山喷发形成的高山堰塞湖,避暑纳凉;3659条点评
江北公园;北华大学北校区·距市中心7.5km;#;2.3;#;集游乐、观赏、休闲等多功能于一体,公园&植物园;38条点评
江湾大桥;距市中心2.9km;#;2.3;#;地标观景;29条点评
松花湖国家风景名胜区坝西景区;松花湖度假区·距市中心18.1km;#;2.3;#;#;#
森林慢谷度假景区;桦甸·距市中心63.1km;#;2.3;#;度假村;8条点评
炮台山体育公园;距市中心6.9km;#;2.3;#;公园&植物园;3条点评
南楼山;桦甸·距市中心48.7km;#;2.2;#;登高爬山;1条点评
磐石海立方海洋公园;磐石·距市中心>100km;#;2.2;#;主题乐园&游乐场;1条点评
乔屯温泉庄园;距市中心27.0km;#;2.2;#;垂钓赏鱼品农家菜,度假村;14条点评
长影世纪城;󰝊周边景点距吉林市88.8km;5A;7.2;吉林亲子景点榜 No.3;项目丰富的电影主题公园,嗨玩乐园;5695条点评
锦尚;火车站·距市中心3.8km;#;2.2;#;洗浴泡汤;#
金珠花海;距市中心19.9km;4A;2.2;#;花卉品种丰富,避暑纳凉;39条点评
江南公园游乐园;北华大学/医药学院·距市中心1.0km;#;2.2;#;主题乐园&游乐场;1条点评
长白岛;火车站·距市中心6.1km;#;2.2;#;#;1条点评
纳美山谷滑雪场;距市中心7.2km;#;2.2;#;#;#
五大连池;东北电力大学·距市中心803m;#;2.2;#;#;#
中国雪乡;󰝊周边景点海林 · 中国雪乡风景区;4A;7.3;#;感受林海雪原的魅力,遛娃宝藏地;1876条点评
雪乡国家森林公园;󰝊周边景点海林 · 中国雪乡风景区;#;7.3;海林玩水避暑榜 No.1;七个月积雪期的冰雪胜地,清凉漂流;360条点评
蛟河天岗太平沟;蛟河·距市中心35.0km;#;2.2;#;休闲娱乐体验农家乐趣的好去处,避暑纳凉;2条点评
长春冰雪新天地;󰝊周边景点距吉林市77.4km;#;6.9;2025亚洲100亲子景点;中华五千年 冰雪贺盛世,遛娃宝藏地;1224条点评
伪满皇宫博物院;󰝊周边景点距吉林市96.5km;5A;7.1;吉林必打卡景点榜 No.4;溥仪的帝宫,展馆展览;#
阿什哈达摩崖石刻;距市中心12.4km;#;2.2;#;#;1条点评
乌拉冰雪奇幻乐园;火车站·距市中心4.3km;#;2.2;#;冰雪乐园;#
五龙宫;距市中心12.4km;#;2.2;#;历史建筑;5条点评
长春动植物公园;󰝊周边景点距吉林市97.4km;4A;7.0;吉林夜游必打卡景点榜 No.1;娱乐项目丰富的动植物公园,夜游观景;1057条点评
庆岭风景区;蛟河·距市中心46.0km;#;2.1;#;登高爬山;10条点评
吉林乌喇文化主题公园;火车站·距市中心4.3km;#;2.1;#;公园&植物园;37条点评
吉林江南公园-动物园;北华大学/医药学院·距市中心1.3km;#;2.1;#;动物园&水族馆;4条点评
张作相官邸;东北电力大学·距市中心2.7km;#;2.1;#;历史建筑;1条点评
江畔公园;火车站·距市中心4.6km;#;2.1;#;公园&植物园;22条点评
六鼎山文化旅游区;󰝊周边景点敦化;5A;6.9;敦化必打卡景点榜 No.1;参观知名释迦牟尼青铜坐像,历史建筑;2178条点评
朱雀山滑雪场;距市中心12.8km;#;2.1;#;适合初学者的滑雪场,户外滑雪;57条点评
知青城;磐石·距市中心62.3km;#;2.1;#;#;#
乌拉三府;距市中心28.7km;#;2.1;#;#;#
魁府建筑址;距市中心28.7km;#;2.1;#;#;#
雾淞观赏区;东北电力大学·距市中心2.8km;#;2.1;#;#;#
五家山森林公园;距市中心15.6km;#;2.0;#;自然山水;#
长春电影制片厂;󰝊周边景点长春 · 红旗街/万达广场;#;6.7;吉林必打卡景点榜 No.8;新中国电影事业摇篮;#
曾通村;吉林雾凇岛·距市中心32.0km;#;2.0;#;#;17条点评
吉林省东北虎园;󰝊周边景点距吉林市87.6km;#;6.5;吉林亲子景点榜 No.6;野生动物救护繁育中心,亲近动物;498条点评
江滨公园;北华大学/医药学院·距市中心2.4km;#;2.0;#;公园&植物园;#
丰满区中海国际社区橙郡剧院;北华大学东校区·距市中心3.4km;#;2.0;#;#;1条点评
松花湖度假区-滑雪服务中心;万科松花湖滑雪度假区·距市中心18.0km;#;2.0;#;#;#
白桦林家温泉度假村;距市中心24.3km;#;2.0;#;度假村;#
张连山府邸;火车站·距市中心233m;#;2.0;#;历史建筑;4条点评
虎脸瀑布;蛟河·距市中心38.4km;#;2.0;#;自然山水;#
西团山遗址;东北电力大学·距市中心5.3km;#;2.0;#;历史建筑;19条点评
江城广场;火车站·距市中心1.3km;#;2.0;#;矗立着吉林的标志性雕塑,地标观景;30条点评
磐石东山公园;磐石·距市中心>100km;#;1.9;#;公园&植物园;2条点评
神鹿峰旅游度假区;󰝊周边景点距吉林市74.8km;#;6.1;长春玩水避暑榜 No.3;避暑纳凉;1097条点评
漂浮式音乐喷泉;北华大学/医药学院·距市中心529m;#;1.9;#;地标观景;#
红叶谷中谷;蛟河·距市中心44.6km;#;1.9;#;自然山水;#
舒兰红叶谷;舒兰·距市中心77.8km;#;1.9;#;#;2条点评
北大湖滑雪度假区J索;北大湖滑雪度假区·距市中心46.0km;#;1.9;#;#;#
长春刘老根大舞台;󰝊周边景点距吉林市96.2km;#;6.3;长春夜游必打卡景点榜 No.2;观赏激情四射的歌舞,演出;130条点评
这有山;󰝊周边景点长春 · 红旗街/万达广场;#;6.3;吉林必打卡景点榜 No.13;仿山城街景，沉浸式体验,遛娃宝藏地;128条点评
庆岭瀑布;蛟河·距市中心46.9km;#;1.9;#;自然山水;#
吉林市劳工纪念馆;松花湖度假区·距市中心14.7km;#;1.9;#;#;#
冠军广场;万科松花湖滑雪度假区·距市中心18.0km;#;1.9;#;#;#
2025凯乐石东北100松花湖跑山赛;万科松花湖滑雪度假区·距市中心18.0km;#;1.9;#;赛事;#
老爷岭风景区;蛟河·距市中心50.1km;#;1.9;#;#;#
吉林省博物院;󰝊周边景点距吉林市89.9km;#;6.2;吉林亲子景点榜 No.12;展示辽金时期的历史文物,博物馆;188条点评
长影旧址博物馆;󰝊周边景点长春 · 红旗街/万达广场;4A;6.2;吉林亲子景点榜 No.11;新中国电影艺术圣地,博物馆&展馆;#
红旗街54路文旅专列;󰝊周边景点长春 · 红旗街/万达广场;#;6.2;吉林亲子景点榜 No.13;#;68条点评
吉林市文庙博物馆-吉林市书院;火车站·距市中心1.7km;#;1.9;#;#;#
牤牛河漂流;蛟河·距市中心43.6km;#;1.9;#;清凉漂流;#
长春 · 任贤齐《齐迹2025巡回演唱会》长春站;󰝊周边景点距吉林市96.5km;#;6.2;#;演唱会;#
恐龙园;距市中心28.0km;#;1.9;#;#;#
天定山旅游度假小镇;󰝊周边景点距吉林市77.8km;4A;5.9;长春玩水避暑榜 No.4;避暑纳凉;14条点评
关东第一漂;蛟河·距市中心88.6km;#;1.9;#;漂流;3条点评
吉林建制博物馆;火车站·距市中心<100m;#;1.9;#;#;#
长春天定山滑雪场;󰝊周边景点距吉林市76.0km;#;5.8;#;遛娃宝藏地;262条点评
金沙峡谷漂流;桦甸·距市中心79.0km;#;1.8;#;清凉漂流;3条点评
渤海湾;距市中心12.8km;#;1.8;#;#;#
头等舱(深圳街店);北华大学/医药学院·距市中心2.7km;#;1.8;#;#;#
冰湖沟;蛟河·距市中心69.2km;#;1.9;#;#;#
氿洲温泉;火车站·距市中心5.2km;#;1.8;#;#;#
瀚星冰雪乐园;北华大学/医药学院·距市中心1.8km;#;1.8;#;主题乐园&游乐场;#
完颜希尹博物馆;舒兰·距市中心70.5km;#;1.8;#;博物馆;#
石冰河大峡谷漂流;蛟河·距市中心92.3km;#;1.8;#;清凉漂流;#
天主教堂;火车站·距市中心2.6km;#;1.8;#;#;#
西武王子大饭店·Hi Fun活力中心;万科松花湖滑雪度假区·距市中心18.0km;#;1.8;#;#;#
吉林市奥普乐水上乐园;北华大学/医药学院·距市中心2.2km;#;1.8;#;#;#
长春德云社;󰝊周边景点距吉林市93.9km;#;5.9;长春夜游必打卡景点榜 No.3;演出;149条点评
北大壶梦幻薰衣草主题公园;北大湖滑雪度假区·距市中心46.5km;#;1.8;#;#;#
白桦园林风景区;桦甸·距市中心>100km;#;1.8;#;公园&植物园;#
凤凰山国家森林公园;󰝊周边景点五常;4A;5.9;五常必打卡景点榜 No.1;山水俊秀的生态公园,避暑纳凉;344条点评
白山湖自然生态风景区;桦甸·距市中心>100km;#;1.8;#;#;#
朱雀山顶观景台;距市中心12.3km;#;1.8;#;#;#
卧龙潭;距市中心32.6km;#;1.8;#;#;#
雪谷;󰝊周边景点五常 · 中国雪谷风景区;#;5.9;#;原生态开阔雪原，雪质好,登高爬山;284条点评
松花湖湖光坝东景区-检票处出口;松花湖度假区·距市中心17.0km;#;1.8;#;#;#
国信南山温泉;󰝊周边景点距吉林市83.7km;4A;5.6;长春温泉景点榜 No.1;群山环绕的优质温泉,遛娃宝藏地;3744条点评
四季祥康温泉;距市中心30.4km;#;1.7;#;泡温泉;#
石匣沟-露营地;距市中心38.1km;#;1.8;#;露营·营地;#
摩天岭;距市中心42.8km;#;1.7;#;登高爬山;#
中泰海洋世界;󰝊周边景点距吉林市99.8km;#;5.7;长春亲子景点榜 No.10;海洋主题综合广场,亲近动物;399条点评
松花湖直升机飞行体验中心;距市中心31.3km;#;1.7;#;#;#
五虎岛陆地游乐园;距市中心28.2km;#;1.7;#;游乐场;9条点评
糖果乐园(首钢商厦店);蛟河·距市中心64.7km;#;1.7;#;游乐场;1条点评
北大壶国家登山健身步道;北大湖滑雪度假区·距市中心46.6km;#;1.7;#;登高爬山;#
帽儿山墓地东团山平地城址;北华大学东校区·距市中心4.8km;#;1.7;#;登高爬山;9条点评
桦甸欢乐城水上乐园;桦甸·距市中心98.3km;#;1.7;#;适合各个年龄段人群游玩,水乐园;11条点评
吉林市革命烈士纪念馆;磐石·距市中心>100km;#;#;#;#;#
吉林史话博物馆;火车站·距市中心673m;#;1.7;#;#;#
十里长堤;东北电力大学·距市中心2.8km;#;1.7;#;自然山水;#
吉林市科技馆;北华大学/医药学院·距市中心1.7km;#;1.7;#;#;#
信用卡俱乐部;火车站·距市中心5.5km;#;1.7;#;#;#
鸣山绿洲旅游度假村;距市中心10.6km;#;1.7;#;度假村;#
吉林市冰上运动中心;北华大学东校区·距市中心3.1km;#;1.7;#;#;1条点评
奥成雪具租赁(万科店);万科松花湖滑雪度假区·距市中心17.9km;#;1.7;#;#;#
杨靖宇密营;桦甸·距市中心>100km;#;#;#;历史建筑;#
圣德泉亲水度假花园-温泉馆;距市中心24.1km;#;1.7;#;公园&植物园;#
长春庙香山滑雪场;󰝊周边景点距吉林市54.7km;#;4.7;#;户外滑雪;72条点评
南湖公园;󰝊周边景点距吉林市99.6km;#;5.5;吉林夜游必打卡景点榜 No.2;四季皆景的大型市内公园,避暑纳凉;1087条点评
普吉岛汗蒸馆;北华大学/医药学院·距市中心2.1km;#;1.7;#;#;#
花溪谷;桦甸·距市中心>100km;#;1.7;#;#;#
长春莲花岛影视城;󰝊周边景点距吉林市98.5km;4A;5.4;长春亲子景点榜 No.12;度假村;182条点评
净月潭滑雪场;󰝊周边景点距吉林市86.2km;#;5.3;#;城市中的旅游滑雪场,遛娃宝藏地;293条点评
长春世界雕塑园;󰝊周边景点距吉林市98.1km;5A;5.4;长春亲子景点榜 No.13;荟萃世界雕塑精品,遛娃宝藏地;994条点评
阿拉底朝鲜族民俗村;距市中心33.3km;#;1.6;#;#;7条点评
凤凰山旅游区;舒兰·距市中心45.6km;#;1.6;#;#;#
可以居野奢营地;距市中心11.5km;#;1.6;#;露营·营地;#
吉林露德圣母山;北华大学东校区·距市中心4.9km;#;1.6;#;天主教徒活动场所,登高爬山;12条点评
长春 · VOYAGEX 未知旅行音乐节;󰝊周边景点长春;#;5.3;#;音乐节;#
星星哨;永吉·距市中心43.8km;#;1.6;#;吉林省的旅游胜地,地标观景;9条点评
桦甸市博物馆;桦甸·距市中心96.9km;#;1.6;#;博物馆;#
小白山;距市中心5.3km;#;1.6;#;登高爬山;4条点评
玉龙山庄;距市中心20.7km;#;1.6;#;度假村;#
东北电力大学-体育场;东北电力大学·距市中心4.3km;#;1.6;#;场馆展馆;2条点评
玉汤泉温泉小镇;距市中心46.0km;#;1.6;#;#;#
吉林市月亮湾避暑山庄;距市中心22.8km;#;1.6;#;#;#
蛟河市博物馆;蛟河·距市中心65.1km;#;1.6;#;博物馆;#
拉法山;蛟河·距市中心69.1km;#;1.6;#;#;#
长春 · 林忆莲《回响 Resonance》 2025巡回演唱会;󰝊周边景点距吉林市92.4km;#;5.1;#;演唱会;#
朱雀山国家森林公园-菩提寺;距市中心12.8km;#;1.5;#;历史建筑;#
永乐喜剧大舞台二人转;󰝊周边景点距吉林市99.2km;#;5.1;#;演出;31条点评
龙潭山遗址公园-高句丽遗址群;吉林化工学院·距市中心6.7km;#;1.5;#;#;#
东光村民俗园;蛟河·距市中心29.3km;#;1.5;#;#;#
磐石市抗日斗争纪念馆;磐石·距市中心>100km;#;1.5;#;#;#
欢乐谷游乐场;磐石·距市中心>100km;#;1.5;#;#;#
肇大鸡山;桦甸·距市中心57.6km;#;1.5;#;自然山水;#
舒兰龙凤山庄霍伦河橡胶坝漂流;舒兰·距市中心83.0km;#;1.5;#;漂流;4条点评
望云山公园;火车站·距市中心2.0km;#;1.5;#;公园&植物园;2条点评
莱德国际马术俱乐部;距市中心14.6km;#;1.5;#;#;#
玄天岭公园-观景平台;火车站·距市中心2.5km;#;1.5;#;#;#
拉法山风景区-观景台;蛟河·距市中心69.1km;#;1.5;#;#;#
鸡冠山;距市中心10.1km;#;1.5;#;登高爬山;#
乡野人家度假森林公园;距市中心22.7km;#;1.5;#;度假村;#
乌拉街沿江古城址-大常古城-文保碑;距市中心32.3km;#;1.5;#;#;#
长春泡温泉;长春·吉林;#;4.8;长春特色体验榜 No.1;感受宁静和浪漫;#
舒兰市九顶莲花山法云寺;舒兰·距市中心92.7km;#;1.5;#;历史建筑;3条点评
野香谷旅游区;距市中心43.8km;#;1.5;#;水上乐园&水世界;#
卧龙潭;蛟河·距市中心47.0km;#;1.5;#;#;#
磐石到吉林;磐石·距市中心>100km;#;1.5;#;#;#
吉林市人民大剧院;北华大学东校区·距市中心3.4km;#;1.5;#;#;1条点评
兴光村朝鲜族民俗村;永吉·距市中心26.5km;#;1.5;#;#;9条点评
亿联度假庄园;蛟河·距市中心24.5km;#;1.5;#;#;#
鸿博水上明珠会馆;火车站·距市中心4.8km;#;1.5;#;#;#
莲花山滑雪场;󰝊周边景点距吉林市65.0km;#;4.5;#;长春人气滑雪场之一,遛娃宝藏地;217条点评
悦江滩;火车站·距市中心6.0km;#;1.5;#;海滩&岛屿;#
柒月民宿-露营地;距市中心16.8km;#;1.5;#;#;#
山水云间稻花香;距市中心21.8km;#;1.5;#;#;#
东北沦陷史陈列馆;󰝊周边景点距吉林市96.3km;#;4.8;#;反映沦陷历史的专题展馆,博物馆&展馆;#
泽汇·汤泉(泽信依山郡店);火车站·距市中心3.0km;#;1.5;#;#;#
玄天岭炮台遗址;火车站·距市中心2.2km;#;1.5;#;#;#
松花江三湖保护区;蛟河·距市中心44.1km;#;1.5;#;#;#
富江花海;蛟河·距市中心64.7km;#;1.5;#;自然山水;3条点评
伪满八大部;󰝊周边景点距吉林市99.5km;#;4.8;#;伪满洲国的八大机构,历史建筑;161条点评
吉林朱雀国际赛车运动公园;距市中心7.3km;#;1.4;#;#;#
吉林市松花江;距市中心41.3km;#;1.4;#;#;#
梦幻水上乐园;距市中心63.1km;#;1.4;#;水乐园;#
圣水洞;蛟河·距市中心69.4km;#;1.4;#;#;#
莲花山巴图鲁乐园;󰝊周边景点距吉林市65.0km;#;4.2;长春玩水避暑榜 No.6;度假村;29条点评
净月缆车滑道站;󰝊周边景点距吉林市88.0km;#;4.5;#;缆车索道;5条点评
桂林胡同美食街;󰝊周边景点距吉林市98.7km;#;4.5;#;城市漫步;10条点评
长春骑马;长春·吉林;#;4.5;长春特色体验榜 No.2;了解马术文化;#
长春中国光学科学技术馆;󰝊周边景点距吉林市89.8km;#;4.4;#;了解由浅入深的光学原理,科技馆;44条点评
凯撒森林温泉;󰝊周边景点距吉林市88.3km;4A;4.4;#;环境优美的温泉度假胜地,遛娃宝藏地;305条点评
长春滑雪;长春·吉林;#;4.2;长春特色体验榜 No.3;享受滑雪的乐趣;#
长春博物馆;󰝊周边景点距吉林市98.7km;#;4.3;#;博物馆;9条点评
长春一汽集团公司;󰝊周边景点长春 · 长春西站/一汽;#;4.3;#;开创中国汽车工业新历史;153条点评
长春滑冰;长春·吉林;#;4.1;长春特色体验榜 No.4;#;#
长春 · 2025郎朗音乐嘉年华;󰝊周边景点距吉林市92.5km;#;4.2;#;音乐会;#
桂林路;󰝊周边景点距吉林市99.1km;#;4.2;#;商场林立的繁华商圈,城市漫步;218条点评
北湖企鹅村;󰝊周边景点距吉林市96.8km;#;4.2;#;#;8条点评
护国般若寺;󰝊周边景点距吉林市98.1km;#;4.2;#;长春知名佛教寺院,历史建筑;219条点评
伪满洲国国务院旧址;󰝊周边景点距吉林市99.5km;#;4.1;#;伪满洲国的行政中枢机关,历史建筑;#
长春喂梅花鹿;长春·吉林;#;3.9;#;观察小鹿的生活习性;#
文化广场;󰝊周边景点距吉林市99.7km;#;4.1;#;曾是伪满国国都广场,地标观景;276条点评
长春北湖湿地公园;󰝊周边景点距吉林市96.2km;4A;4.0;长春玩水避暑榜 No.7;环境优美的市郊湿地公园,避暑纳凉;73条点评
吉春泉度假温泉;󰝊周边景点距吉林市100.0km;#;4.0;#;洗浴泡汤;13条点评
北普陀寺;󰝊周边景点距吉林市88.1km;#;3.9;#;东北名寺之一,历史建筑;19条点评
长春滑雪圈;长春·吉林;#;3.9;#;#;#
长春 · 2025苏见信「尽兴而活」巡回演唱会-长春站;󰝊周边景点距吉林市96.5km;#;3.9;#;演唱会;#
星辰汇;󰝊周边景点距吉林市93.9km;#;3.9;#;#;#
瓦萨博物馆;󰝊周边景点距吉林市86.1km;#;3.8;#;了解瓦萨越野滑雪运动,博物馆;20条点评
御龙温泉;󰝊周边景点距吉林市72.9km;4A;3.7;长春温泉景点榜 No.3;长春近郊温泉度假村,遛娃宝藏地;202条点评
