景点名称;地点;景点级别;热度;口碑;标签;评论
郎德苗寨;雷山;4A;6.2;雷山玩水避暑榜 No.1;体验苗族文化与歌舞魅力,避暑纳凉;366条点评
天星桥景区;关岭 · 黄果树瀑布;#;6.2;关岭必打卡景点榜 No.1;玲珑秀美的石树水之景,避暑纳凉;729条点评
紫云格凸河风景名胜区;紫云;4A;6.2;安顺必打卡景点榜 No.5;原始的喀斯特地貌风景,自然山水;442条点评
茅台镇;仁怀 · 茅台镇;#;6.2;贵州夜游必打卡景点榜 No.8;茅台发源地，感受国酒文化,地标观景;419条点评
荔波茂兰自然保护区;荔波;#;6.2;荔波必打卡景点榜 No.2;在螃蟹沟拍照赏螃蟹,避暑纳凉;891条点评
西江千户苗寨景区-观景台;雷山;#;6.2;#;可俯瞰西江千户苗寨全景,地标观景;593条点评
青龙洞;镇远;#;6.2;#;依山而建的贴崖古建筑群,遛娃宝藏地;1449条点评
织金大峡谷;织金;#;6.1;毕节亲子景点榜 No.5;有天坑、天生桥等地质遗迹,避暑纳凉;326条点评
飞越黄果树-360极限飞球;镇宁 · 黄果树瀑布;#;6.1;#;夜游观景;151条点评
中国酒文化城;仁怀 · 茅台镇;4A;6.1;遵义必打卡景点榜 No.6;了解酒文化的好去处,博物馆&展馆;345条点评
多彩贵州城极地海洋世界;贵阳 · 龙洞堡机场/东客站;#;6.0;贵阳亲子景点榜 No.9;近距离观赏珍稀海洋生物,亲近动物;1720条点评
平塘天硐;平塘;#;6.0;黔南必打卡景点榜 No.5;自然山水;87条点评
十二背后·双河谷景区;绥阳;#;6.0;#;观地下河谷，赏天坑瀑布,遛娃宝藏地;220条点评
十二背后·双河洞国家地质公园;绥阳;4A;6.0;绥阳必打卡景点榜 No.1;《峰爆》电影拍摄地,自然山水;43条点评
飞鱼谷漂流;习水;#;6.0;#;清凉漂流;22条点评
猴耳天坑·极限酷玩公园;开阳;#;6.0;贵阳亲子景点榜 No.10;有呈柱状的塌陷型天坑,遛娃宝藏地;120条点评
红云金顶;江口;#;6.0;#;因常有红云瑞气环绕而得名,登高爬山;110条点评
石阡佛顶山温泉小镇;石阡;#;5.9;贵州温泉景点榜 No.1;温泉泡池掩映在植物中,遛娃宝藏地;273条点评
陡坡塘瀑布;关岭 · 黄果树瀑布;#;5.9;#;水流清澈的宽瀑布,自然山水;888条点评
贵州森林野生动物园;修文;4A;5.9;贵阳亲子景点榜 No.11;欣赏精彩驯兽表演,亲近动物;644条点评
岜沙苗寨;从江;4A;5.9;黔东南亲子景点榜 No.9;密林环绕，有古老的吊脚楼,古镇古村;615条点评
赤水丹霞旅游区·佛光岩;赤水;5A;5.9;遵义亲子景点榜 No.3;避暑纳凉;1257条点评
马岭河峡谷漂流;兴义;#;5.8;#;素有"神州第一漂"的美称,清凉漂流;170条点评
水城古镇;六盘水 · 水城古镇;#;5.8;六盘水亲子景点榜 No.1;四面环水，像荷叶浮在水面,避暑纳凉;71条点评
观山湖公园;贵阳 · 观山湖会展城/金融城;#;5.8;贵阳亲子景点榜 No.12;环境优美的休闲健身之处,避暑纳凉;355条点评
花溪高坡云顶花海;贵阳;#;5.8;贵阳玩水避暑榜 No.5;避暑纳凉;27条点评
黄果树柏联酒店温泉;关岭 · 黄果树瀑布;#;5.8;黄果树温泉景点榜 No.1;设施齐全、卫生干净,泡温泉;40条点评
兴义市吉隆堡度假村;兴义;#;5.8;兴义亲子景点榜 No.3;风光秀美，有哥特式建筑,度假村;75条点评
海龙屯;遵义;4A;5.8;遵义亲子景点榜 No.4;中世纪军事城堡遗址,历史建筑;507条点评
娄山关景区;遵义;4A;5.8;遵义亲子景点榜 No.5;红色旅游的标志性景区,历史建筑;#
贵阳旅拍;贵阳·贵州;#;5.7;贵阳特色体验榜 No.1;通过旅拍体验当地特色;#
喷水池;贵阳 · 喷水池/紫林庵;#;5.7;贵阳必打卡景点榜 No.18;地标观景;20条点评
遵义市仁怀茅台酒镇旅游景区;仁怀 · 茅台镇;4A;5.7;#;地标观景;14条点评
大小井风景名胜区;罗甸;#;5.7;黔南必打卡景点榜 No.6;奇特的喀斯特溶洞群,自然山水;80条点评
龙里油画大草原;龙里;4A;5.6;#;踏草赏花，游乐项目众多,避暑纳凉;138条点评
九龙洞;铜仁;#;5.6;铜仁亲子景点榜 No.3;天然溶洞，钟乳石形态各异,自然山水;139条点评
乌江源百里画廊;织金;#;5.6;#;山清水秀、景色怡人,避暑纳凉;85条点评
贵州省地质博物馆;贵阳 · 观山湖世纪城/地质博物馆;#;5.6;贵阳亲子景点榜 No.14;博物馆;20条点评
妥乐古银杏;盘州;4A;5.6;盘州必打卡景点榜 No.1;银杏密布，与古村交相辉映;107条点评
天龙屯堡景区;安顺 · 旧州古镇/天龙屯堡;4A;5.6;安顺必打卡景点榜 No.6;感受典型的屯堡生活,遛娃宝藏地;473条点评
卧龙潭;荔波;#;5.6;#;怪石林立、水声轰鸣,自然山水;159条点评
荔波酷玩森林;荔波;#;5.6;荔波必打卡景点榜 No.3;露营·营地;25条点评
水帘洞;镇宁 · 黄果树瀑布;#;5.5;#;隐藏在瀑布后的人间仙境,自然山水;344条点评
铜仁古城;铜仁 · 铜仁市中心;#;5.5;铜仁必打卡景点榜 No.6;反映古城风貌的历史街区,古镇古村;61条点评
镇远石屏山;镇远;#;5.5;#;有南国苗疆塞外长城之称,登高爬山;426条点评
荔波古镇;荔波 · 荔波县城地区;#;5.5;荔波必打卡景点榜 No.4;明清建筑风格的特色小镇,避暑纳凉;1752条点评
水春河景区;荔波;#;5.5;#;#;#
荔波水春河漂流;荔波 · 荔波县城地区;#;5.5;#;玩漂流将两岸美景尽收眼底,清凉漂流;478条点评
《美丽西江》大型歌舞演出;雷山;#;5.5;#;赏苗族歌舞，领略苗族风情,演出;135条点评
老金顶;江口;#;5.4;#;登顶俯瞰众山,登高爬山;114条点评
茅台天酿;仁怀 · 茅台镇;#;5.4;遵义夜游必打卡景点榜 No.3;酱香文化实景演出引人入胜,演出;210条点评
小七孔景区-翠谷瀑布;荔波;#;5.4;荔波亲子景点榜 No.5;避暑纳凉;77条点评
贵阳喀斯特公园;贵阳 · 观山湖世纪城/地质博物馆;#;5.4;贵阳亲子景点榜 No.15;欣赏多姿的喀斯特景观,公园&植物园;72条点评
四洞沟景区;赤水;4A;5.4;#;四级跌水瀑布,避暑纳凉;1962条点评
蘑菇石;江口;#;5.4;#;梵净山的标志性景点,登高爬山;73条点评
西江夜景;雷山;#;5.4;#;亮灯时可见苗寨呈牛头形状,夜游观景;292条点评
万象温泉;贵阳 · 贵阳东站/新添寨/乌当地区;4A;5.4;贵州温泉景点榜 No.3;集温泉与度假于一体,遛娃宝藏地;260条点评
南江大峡谷漂流;开阳;#;5.3;#;边漂流边赏美景,清凉漂流;88条点评
丹寨万达小镇;丹寨;4A;5.4;黔东南亲子景点榜 No.10;有苗族传统特色建筑,避暑纳凉;379条点评
石阡古温泉;石阡;4A;5.3;贵州温泉景点榜 No.4;历史悠久的温泉，文化深厚,遛娃宝藏地;493条点评
天下苗城·苗王城;松桃;4A;5.3;#;探访古苗寨，欣赏吊脚楼,古镇古村;280条点评
红果树;绥阳;4A;5.3;绥阳玩水避暑榜 No.1;贵州山水风光的荟萃之地,避暑纳凉;391条点评
文昌阁;贵阳 · 大十字/小十字/省人民医院;#;5.3;贵阳亲子景点榜 No.17;贵阳有名的古代建筑,历史建筑;286条点评
奢香古镇;大方;4A;5.3;#;梯田花海与古镇交相辉映,自然山水;32条点评
丙安古镇;赤水;4A;5.3;遵义亲子景点榜 No.8;由圆木支撑的吊脚楼是特色,古镇古村;409条点评
贵阳 · 周华健2025“少年的奇幻之旅3.0”巡回演唱会;贵阳 · 观山湖会展城/金融城;#;5.3;#;演唱会;#
杉木湖景区;都匀;4A;5.3;都匀玩水避暑榜 No.1;依山傍水，游乐项目众多,避暑纳凉;126条点评
㵲阳河风景名胜区;镇远;#;5.3;镇远玩水避暑榜 No.3;观高峡平湖，赏飞瀑流泉,避暑纳凉;825条点评
草海;威宁;4A;5.3;毕节亲子景点榜 No.6;自然淡水湖，珍贵鸟类众多,避暑纳凉;342条点评
榕江县大利侗寨景区;榕江;#;5.2;黔东南亲子景点榜 No.13;观赏侗族风雨桥,避暑纳凉;68条点评
北盘江大桥;六盘水;#;5.3;六盘水必打卡景点榜 No.4;欣赏大桥的巍峨与雄伟,地标观景;34条点评
堂安侗寨;黎平;#;5.3;黔东南亲子景点榜 No.12;建筑古朴，体验侗族文化,自然山水;138条点评
堂安梯田;黎平;#;5.3;#;梯田层叠，体验侗寨风情,自然山水;34条点评
中国阳明文化园;修文;4A;5.3;贵阳亲子景点榜 No.18;了解阳明心学的历史价值;157条点评
六盘水动物园;六盘水 · 人民广场/万达广场/六盘水站;#;5.2;六盘水亲子景点榜 No.2;动物种类丰富多样,动物园&水族馆;107条点评
鄨水·云门囤;遵义 · 新蒲新区;4A;5.2;遵义玩水避暑榜 No.2;景色奇幻的喀斯特河谷,避暑纳凉;251条点评
贵阳 · 黄绮珊 《晚霞·不晚》2025巡回演唱会;贵阳 · 观山湖会展城/金融城;#;5.2;#;演唱会;#
平远古镇;织金;#;5.2;#;古镇古村;38条点评
花溪公园;贵阳 · 花溪公园/十里河滩;4A;5.2;贵阳玩水避暑榜 No.7;享受原生态的田园风情,避暑纳凉;1157条点评
剑河仰阿莎温泉小镇;剑河;4A;5.1;黔东南亲子景点榜 No.14;苗族文化主题风情温泉城,遛娃宝藏地;509条点评
六盘水梅花山国际滑雪场;六盘水;#;5.1;2024中国50滑雪景点;享山中滑雪山下畅游的乐趣,遛娃宝藏地;562条点评
坝陵河大桥;关岭 · 黄果树瀑布;#;5.1;关岭亲子景点榜 No.1;坝陵河峡谷上的千米长桥,地标观景;53条点评
四季贵州极地冒险水世界;清镇;#;5.0;清镇玩水避暑榜 No.1;全家游的理想选择,遛娃宝藏地;877条点评
花果园湿地公园;贵阳 · 花果园地区;#;5.2;贵州夜游必打卡景点榜 No.10;欣赏公园的音乐喷泉,自然山水;315条点评
花溪夜郎谷宋式古堡;贵阳 · 花溪大学城;#;5.1;#;夜郎文化至今魅力无穷,历史建筑;13条点评
银链坠潭瀑布;镇宁 · 黄果树瀑布;#;5.1;黄果树亲子景点榜 No.1;坠入深潭的落水洞型瀑布,自然山水;359条点评
遵义古城;遵义 · 遵义古城;#;5.1;#;夜游观景;27条点评
云舍景区;江口 · 梵净山景区;4A;5.1;江口必打卡景点榜 No.3;感受原汁原味的民风民俗,避暑纳凉;121条点评
花江大峡谷;关岭;#;5.1;#;典型的喀斯特岩溶地貌,自然山水;69条点评
贵州省民族博物馆;贵阳 · 河滨公园/甲秀楼/筑城广场;#;5.1;#;少数民族服饰工艺品,博物馆;145条点评
高老庄;关岭 · 黄果树瀑布;#;5.1;#;历史建筑;20条点评
贵州红石林;松桃;#;5.0;铜仁必打卡景点榜 No.9;经亿年历史形成的地质奇观,自然山水;10条点评
贵州毕节鸡鸣三省旅游景区;毕节;#;5.0;#;红军曾长征到此召开会议;23条点评
天空之桥;平塘;#;5.0;#;行走在云端的奇妙体验,地标观景;17条点评
六十八级跌水瀑布;荔波 · 小七孔东门及大七孔景区;#;5.0;#;每级瀑布风貌各异,自然山水;123条点评
贵阳 · 艾志恒 Asen《Life After Small Town》世界巡回演唱会;贵阳;#;5.1;#;livehouse;#
野玉海山地旅游度假区;六盘水;#;5.0;六盘水玩水避暑榜 No.3;峡谷、森林等自然景观丰富,度假村;127条点评
六盘水乌蒙山国家地质公园;六盘水 · 人民广场/万达广场/六盘水站;#;5.0;六盘水玩水避暑榜 No.4;被誉为一座大型地质博物馆,避暑纳凉;255条点评
赤水竹海公园;赤水;4A;5.0;遵义亲子景点榜 No.9;登观海楼欣赏美丽的竹海,避暑纳凉;212条点评
韭菜坪;六盘水;#;5.0;六盘水玩水避暑榜 No.5;因山腰生长成片野韭菜得名,登高爬山;301条点评
贵阳 · UMEET遇见蓝莓音乐节;贵阳 · 龙洞堡机场/东客站;#;5.1;#;音乐节;#
西江千户苗寨-田园观光区;雷山;#;5.0;#;欣赏迷人的梯田,自然山水;211条点评
十二背后·地下裂缝景区;绥阳;#;5.0;绥阳亲子景点榜 No.2;常年恒温，有洞中瀑布奇景,避暑纳凉;129条点评
东山寺遗址;贵阳 · 师大/东山;#;5.0;#;贵阳市级文物保护单位之一,历史建筑;41条点评
贵阳漂流;开阳·贵阳;#;5.0;贵阳特色体验榜 No.2;#;#
保利国际温泉;贵阳 · 贵阳东站/新添寨/乌当地区;4A;5.0;贵州温泉景点榜 No.6;畅享特色温泉池和水上乐园,遛娃宝藏地;343条点评
独山天洞景区;独山;4A;5.0;#;赏花海之美，看溶洞之奇,自然山水;56条点评
鸳鸯湖;荔波;#;5.0;#;天然喀斯特高原湖,自然山水;257条点评
贵阳滑索;贵阳·贵州;#;5.0;贵阳特色体验榜 No.3;欣赏天河潭的美丽风光;#
云台山;施秉;4A;4.9;#;风景优美、生态自然,登高爬山;170条点评
黔灵山动物园;贵阳 · 黔灵公园/省政府;#;4.9;#;动物园&水族馆;19条点评
西江古街;雷山;#;4.9;#;千户苗寨的商业街,城市漫步;73条点评
龙洞堡;贵阳 · 龙洞堡机场/东客站;#;4.9;#;#;11条点评
小七孔桥;荔波 · 小七孔东门及大七孔景区;#;4.9;#;麻石条砌成，桥身爬满藤曼,避暑纳凉;98条点评
夜郎洞;镇宁;4A;4.9;#;灯光下五彩斑斓的溶洞,自然山水;115条点评
二十四道拐;晴隆;4A;4.9;#;蜿蜒盘旋一共24道弯,城市漫步;#
息烽温泉;息烽;#;4.9;贵州温泉景点榜 No.7;林木包围的温泉群,遛娃宝藏地;518条点评
旧州古镇;安顺 · 旧州古镇/天龙屯堡;4A;4.9;#;参观气势恢宏的城隍庙,古镇古村;96条点评
关岭冰臼;关岭;#;4.9;#;避暑纳凉;5条点评
清镇石龙洞;清镇;#;4.9;#;#;1条点评
关岭化石群国家地质公园;关岭;4A;4.9;#;有古生物化石和古植物化石,历史建筑;49条点评
玉皇顶风景区;兴义;#;4.9;#;延绵数百里的峰林，令人目眩神迷,登高爬山;14条点评
双乳峰景区;贞丰;4A;4.9;黔西南玩水避暑榜 No.4;以逼真的双乳山峰闻名,避暑纳凉;253条点评
拉雅瀑布;荔波 · 小七孔东门及大七孔景区;#;4.8;#;黄果树的爱人,自然山水;100条点评
贵州醇景区;兴义 · 兴义市政府/人民医院;4A;4.8;兴义玩水避暑榜 No.4;避暑纳凉;149条点评
寨沙侗寨;江口 · 梵净山景区;#;4.8;#;卧于梵净山下，钟鼓楼雄伟,避暑纳凉;114条点评
水上森林;荔波;#;4.8;#;岩溶地貌水上森林区,避暑纳凉;127条点评
四季贵州山地温泉水世界;清镇;#;4.8;清镇玩水避暑榜 No.2;温泉池近百，还有私家庭院,遛娃宝藏地;454条点评
贵阳 · MC法老 2025《生于未来》巡回演唱会;贵阳 · 观山湖会展城/金融城;#;4.8;#;演唱会;#
安顺赏樱花;安顺·贵州;#;4.8;#;#;#
恐龙小镇;清镇;#;4.8;#;地标观景;41条点评
玉舍国家森林公园;六盘水;4A;4.8;#;自然山水;104条点评
贵州黔东南漂流;施秉·黔东南;#;4.8;#;#;#
贵阳泡温泉;贵阳·贵州;#;4.8;贵阳特色体验榜 No.4;#;#
贵州国有A级景区对学生免费;贵州·中国;#;4.8;#;#;#
黄果树国家公园;关岭 · 黄果树瀑布;#;4.8;#;生态湿地宝藏,自然山水;20条点评
黎平看梯田;黎平·黔东南;#;4.8;#;#;#
雨补鲁天坑风景区;兴义;#;4.8;#;《爸爸去哪儿》的拍摄地,避暑纳凉;10条点评
西江苗族博物馆;雷山;#;4.7;#;了解西江地区苗族传统文化,博物馆;243条点评
大明边城;铜仁;4A;4.7;#;以明朝为主题的古城,避暑纳凉;310条点评
野洞河漂流;黄平;#;4.7;#;清凉漂流;28条点评
黎平徒步;黎平·黔东南;#;4.6;#;#;#
贵州九仙旅游景区;关岭;4A;4.7;关岭玩水避暑榜 No.1;赏溶洞奇观，体验洞穴漂流,清凉漂流;124条点评
贵州龙里大草原景区;龙里;#;4.7;#;群山环抱，草宇无限,避暑纳凉;239条点评
油杉河景区;大方;4A;4.7;#;瀑布众多，有仙庙于崖顶,自然山水;71条点评
卧龙谷漂流;荔波;#;4.7;#;边漂流边欣赏河中小岛,清凉漂流;38条点评
翠微园;贵阳 · 河滨公园/甲秀楼/筑城广场;#;4.7;#;占地面积四千多平方米,历史建筑;159条点评
上纳灰村;兴义 · 万峰林风景区;#;4.7;#;#;5条点评
黄果树坝陵河大桥蹦极;关岭 · 黄果树瀑布;#;4.7;#;蹦极;3条点评
贵阳森林公园;贵阳 · 龙洞堡机场/东客站;#;4.7;贵阳玩水避暑榜 No.11;市区周边的大型森林公园,避暑纳凉;194条点评
龙里水乡;龙里;#;4.7;#;遛娃宝藏地;88条点评
青岩古镇-背街;贵阳 · 青岩古镇;#;4.7;#;城市漫步;6条点评
凉都花海温泉旅游度假区;六盘水;#;4.7;#;畅游如梦如幻的花海,自然山水;60条点评
云从朵花温泉度假中心;龙里;#;4.6;#;#;898条点评
娄山关大捷实战演艺景区;遵义;#;4.7;#;影视基地;50条点评
犀牛潭;镇宁 · 黄果树瀑布;#;4.6;#;大自然的立体山水画,自然山水;137条点评
贵州村超;榕江;#;4.6;#;因精彩的足球赛备受关注,赛事;21条点评
肇兴侗寨-鼓楼群;黎平;#;4.6;#;参观工艺精湛的鼓楼建筑,历史建筑;81条点评
都匀绿博园;都匀;#;4.6;都匀玩水避暑榜 No.2;避暑纳凉;97条点评
云峰屯堡景区;安顺 · 旧州古镇/天龙屯堡;#;4.6;#;领略美丽山水间的屯堡建筑,古镇古村;128条点评
南山天沐温泉;息烽;#;4.6;贵州温泉景点榜 No.9;泡温泉;39条点评
织金古城;织金;#;4.6;#;古镇古村;7条点评
迎宾酒;雷山;#;4.6;#;代表着敬意和祝福;122条点评
贵州洞穴探险;荔波·黔南;#;4.6;#;#;#
慕俄格古城;大方;4A;4.6;#;体验古彝文化的风景区,古镇古村;55条点评
贵州宣慰府;大方;4A;4.6;#;历史建筑;18条点评
铜仁侗族歌舞表演;江口·铜仁;#;4.5;#;#;#
红枫湖平坝万亩樱花园;安顺;#;4.5;#;自然山水;3条点评
红枫湖;清镇;#;4.5;#;乘船或登岛游览枫林胜景,避暑纳凉;485条点评
贵阳云顶滑雪场;贵阳;#;4.5;#;贵阳的滑雪运动度假场所,遛娃宝藏地;73条点评
羊驼小镇;黔西;#;4.5;#;主题乐园&游乐场;25条点评
碧江天生桥景区;铜仁;#;4.5;铜仁玩水避暑榜 No.6;观赏山水密林美景,清凉漂流;78条点评
飞云崖;黄平;#;4.5;#;因石崖悬空形如飞云而得名,历史建筑;22条点评
平塘天文科学文化园天文体验馆;平塘;#;4.5;#;天文爱好者的天堂,天文馆;18条点评
下纳灰村;兴义 · 万峰林风景区;#;4.5;#;具有300多年的历史;22条点评
百车河温泉;六盘水;#;4.5;#;汉风古韵式的泡汤享受,遛娃宝藏地;47条点评
吊水岩瀑布;纳雍;#;4.5;#;自然山水;5条点评
万佛峡谷;凤冈;#;4.5;#;避暑纳凉;5条点评
西普陀寺;贵阳 · 白云公园/白云地区;#;4.5;#;观赏红木雕成的32观音像,历史建筑;20条点评
中国茶海景区(湄潭茶海);湄潭;4A;4.5;#;数万亩茶园连片成壮观茶海,自然山水;53条点评
北盘江大峡谷;贞丰;#;4.5;黔西南玩水避暑榜 No.6;峡谷秀丽险峻，雄奇壮美,自然山水;47条点评
万峰湖景区旅游码头;兴义;#;4.5;#;乘船游览;28条点评
土城古镇;习水;4A;4.5;#;四渡赤水的发生地,古镇古村;176条点评
石头寨景区;镇宁 · 黄果树瀑布;#;4.5;#;层层叠叠的石屋气势壮观,避暑纳凉;84条点评
红军四渡赤水纪念园;仁怀 · 茅台镇;#;4.5;#;登高可看茅台镇全景,公园&植物园;#
镇远古城水上游;镇远;#;4.5;#;遛娃宝藏地;155条点评
四渡赤水纪念馆;习水;4A;4.4;#;展现红军四渡赤水画面,博物馆&展馆;#
凯里苗侗风情园;凯里 · 凯里市区;#;4.4;#;#;16条点评
仙人街景区;石阡;#;4.4;#;有空中船型玻璃悬廊奇观,登高爬山;114条点评
羊皮洞瀑布;清镇;#;4.4;#;自然山水;12条点评
