景点名称;地点;景点级别;热度;口碑;标签;评论
太原动物园;太原 · 太原动物园;4A;6.5;太原亲子景点榜 No.7;亲近动物;3141条点评
晋商博物院;太原 · 柳巷商圈;#;6.4;太原亲子景点榜 No.8;历史建筑;100条点评
普救寺;永济;4A;6.4;运城必打卡景点榜 No.4;西厢记故事发生地,历史建筑;1059条点评
善化寺;大同 · 大同古城/华严寺;4A;6.3;#;一座没有大门的寺院,历史建筑;388条点评
云丘山景区;乡宁;5A;6.3;乡宁玩水避暑榜 No.1;三教汇集的天然大氧吧,避暑纳凉;820条点评
黄崖洞文化旅游区;黎城;4A;6.3;长治亲子景点榜 No.1;红色遗址，于崖壁山腰之上,避暑纳凉;438条点评
太原 · 毛不易“冒险精神”巡回演唱会-太原站;太原 · 红灯笼体育场/晋阳湖;#;6.3;#;演唱会;#
碛口古镇;临县;#;6.3;临县玩水避暑榜 No.1;中国历史文化名镇,古镇古村;338条点评
碛口国家级风景名胜区;临县;4A;6.3;#;晋商文化浓，黄河风光美,古镇古村;21条点评
九龙壁;大同 · 大同古城/华严寺;#;6.3;大同亲子景点榜 No.6;明初代王朱桂府前的照壁,历史建筑;593条点评
李家大院;万荣;4A;6.2;运城必打卡景点榜 No.5;有徽派建筑风格的晋南民居,历史建筑;947条点评
天龙山石窟;太原;#;6.2;太原必打卡景点榜 No.12;以小而精著称的千年石窟,历史建筑;242条点评
司徒小镇;晋城;4A;6.2;山西夜游必打卡景点榜 No.5;可观千年绝技打铁花演出,遛娃宝藏地;572条点评
榆次老城;晋中 · 榆次老城商圈;4A;6.1;晋中必打卡景点榜 No.9;古城中欣赏精彩的民俗表演,遛娃宝藏地;759条点评
运城盐湖;运城;4A;6.1;运城玩水避暑榜 No.1;中国死海,自然山水;1071条点评
双塔寺;太原 · 太原火车站;#;6.1;#;太原市的标志性建筑之一,遛娃宝藏地;606条点评
晋华宫国家矿山公园;大同;4A;6.1;大同必打卡景点榜 No.8;遛娃宝藏地;322条点评
双塔公园;太原 · 太原火车站;#;6.0;太原亲子景点榜 No.9;公园&植物园;22条点评
芦芽山旅游度假区;宁武;4A;6.0;宁武玩水避暑榜 No.1;因其形似芦芽而得名,避暑纳凉;716条点评
东湖醋园;太原 · 太原火车站;4A;6.0;太原亲子景点榜 No.10;沉浸体验老陈醋非遗技艺,遛娃宝藏地;462条点评
王莽岭风景区;陵川;4A;6.0;陵川玩水避暑榜 No.1;由五十多个山峰组成,避暑纳凉;806条点评
万年冰洞;宁武;4A;6.0;#;冰柱、冰帘、冰瀑美不胜收,避暑纳凉;650条点评
尧庙;临汾;4A;5.9;临汾亲子景点榜 No.6;祭祀古代尧王功绩的庙宇;749条点评
黄河大梯子崖;河津;4A;5.9;运城亲子景点榜 No.7;观黄河登石梯赏幽谷,登高爬山;127条点评
柳巷;太原 · 柳巷商圈;#;5.9;太原夜游必打卡景点榜 No.2;太原历史悠久的繁华商业街,城市漫步;1638条点评
晋国博物馆;曲沃;4A;5.9;临汾亲子景点榜 No.7;中国商周时期较大车马坑,博物馆;267条点评
后土祠;万荣;4A;5.8;运城必打卡景点榜 No.8;中华民族的发祥地之一;177条点评
万荣县飞云楼景区;万荣;#;5.8;运城必打卡景点榜 No.9;历史建筑;129条点评
蒙山景区;太原;#;5.8;太原玩水避暑榜 No.1;避暑纳凉;51条点评
永安寺;浑源;#;5.8;大同必打卡景点榜 No.9;历史建筑;54条点评
太山;太原;#;5.8;#;以深秋红叶著称,避暑纳凉;390条点评
平遥古城墙;平遥 · 平遥古城内;#;5.8;#;六百多年历史的县城城墙,历史建筑;902条点评
东岳庙;蒲县;4A;5.7;#;庙内共有六十多座建筑,历史建筑;89条点评
朔州崇福寺景区;朔州;4A;5.7;朔州亲子景点榜 No.1;我国现存辽金三大佛寺之一,历史建筑;206条点评
纯阳宫;太原 · 柳巷商圈;#;5.7;太原必打卡景点榜 No.16;在道观中观赏古老的文物,历史建筑;398条点评
湘峪古堡;沁水;4A;5.7;晋城亲子景点榜 No.4;砖石土木城堡，呈蜂窝式,历史建筑;89条点评
娘子关景区;平定;4A;5.7;平定玩水避暑榜 No.1;青山绿水中的古关隘,避暑纳凉;367条点评
五爷庙;五台 · 五爷庙;#;5.6;#;建于清代的寺庙，文化深厚,历史建筑;464条点评
常家庄园;晋中;4A;5.6;晋中必打卡景点榜 No.10;充满了南国秀色的北方庭院,园林花园;1178条点评
如梦晋阳;太原 · 红灯笼体育场/晋阳湖;#;5.6;太原亲子景点榜 No.13;演出;221条点评
钟楼街;太原 · 柳巷商圈;#;5.6;太原亲子景点榜 No.14;城市漫步;21条点评
太山龙泉寺;太原;#;5.6;#;宗教圣地，始于唐朝的古刹,历史建筑;796条点评
大同法华寺;大同 · 大同古城/华严寺;#;5.6;#;因塔内《法华经》而得名,历史建筑;139条点评
偏关老牛湾景区;偏关;4A;5.5;忻州必打卡景点榜 No.5;有长城、古堡等独特风景线,自然山水;198条点评
关帝庙;平陆;#;5.5;运城必打卡景点榜 No.10;历史建筑;34条点评
大同煤炭博物馆;大同;#;5.5;大同亲子景点榜 No.7;博物馆;86条点评
北武当山;方山;4A;5.5;吕梁必打卡景点榜 No.2;历史建筑;187条点评
殊像寺;五台 · 五爷庙;#;5.5;#;有巨大文殊骑狮塑像,历史建筑;169条点评
满江红影视基地;太原 · 太原古县城/晋祠;#;5.5;#;影视基地;113条点评
观音堂;长治;#;5.5;长治必打卡景点榜 No.4;众多明代彩塑，工艺精湛,历史建筑;93条点评
郭峪古城;阳城 · 皇城相府景区;4A;5.5;晋城亲子景点榜 No.5;古镇古村;123条点评
华门;临汾;4A;5.4;临汾亲子景点榜 No.8;纪念帝尧统一华夏的功绩,历史建筑;393条点评
太原 · 刘若英2025《飞行日》巡回演唱会;太原 · 红灯笼体育场/晋阳湖;#;5.4;#;演唱会;#
云丘山冰洞群;乡宁;#;5.4;#;罕见的冰洞奇观,自然山水;83条点评
广仁王庙;芮城;#;5.4;运城必打卡景点榜 No.11;历史建筑;40条点评
日升昌票号;平遥 · 平遥古城内;#;5.4;#;展示古代银行业的辉煌历史,博物馆;801条点评
佛光寺;五台;#;5.3;#;观赏珍贵的唐代壁画,历史建筑;112条点评
大同火山群国家地质公园;大同;#;5.3;大同亲子景点榜 No.8;平坦河谷中的壮观锥形火山,登高爬山;105条点评
藏山风景区;盂县;4A;5.3;盂县玩水避暑榜 No.1;赵氏孤儿故事的发生地之一,登高爬山;661条点评
黛螺顶;五台 · 五爷庙;#;5.3;五台山亲子景点榜 No.1;五台山知名古刹，历史悠久,历史建筑;781条点评
《又见五台山》情境体验剧;五台 · 景区南门/又见剧场;#;5.3;五台山夜游必打卡景点榜 No.1;感知佛陀的智慧,演出;617条点评
大阳古镇;泽州;4A;5.2;山西夜游必打卡景点榜 No.7;古镇古村;215条点评
山西青铜博物馆;太原 · 万象城/博物馆;#;5.2;太原亲子景点榜 No.15;博物馆;42条点评
晋祠天龙山景区;太原;#;5.2;#;#;7条点评
五老峰;永济;4A;5.2;永济玩水避暑榜 No.1;道家天下第五十二福地,避暑纳凉;396条点评
平遥古县衙;平遥 · 平遥古城内;#;5.2;#;600年前县令办公的官署,历史建筑;428条点评
天龙山景区;太原;5A;5.2;太原玩水避暑榜 No.2;欣赏隋唐时期的精美洞窟,历史建筑;108条点评
池神庙;运城 · 南风广场;#;5.2;运城必打卡景点榜 No.13;历史建筑;55条点评
关帝圣像;运城;#;5.2;运城必打卡景点榜 No.14;地标观景;43条点评
食品街(帽儿巷);太原 · 柳巷商圈;#;5.2;太原夜游必打卡景点榜 No.3;在仿古街道中品尝太原美食,城市漫步;339条点评
苏三监狱;洪洞;#;5.1;#;因戏剧《玉堂春》而闻名,历史建筑;320条点评
神潭大峡谷;永济;4A;5.1;#;寒武纪形成的大裂谷,避暑纳凉;833条点评
高平铁佛寺;高平;#;5.1;#;历史建筑;7条点评
红崖峡谷;灵石;4A;5.1;#;峡谷幽深处处是瀑布水流,避暑纳凉;311条点评
菩萨顶;五台 · 五爷庙;#;5.1;#;传说中的小布达拉宫,历史建筑;288条点评
运城博物馆;运城 · 南风广场;#;5.1;运城亲子景点榜 No.9;观文化浮雕，品辉煌历史,博物馆;46条点评
悬空村;宁武;#;5.1;#;房屋背倚崖石，前半部悬空,地标观景;100条点评
太原名吃街(钟楼街店);太原 · 柳巷商圈;#;5.0;#;吃喝玩乐一体的综合美食街,城市漫步;27条点评
临汾博物馆;临汾;#;5.0;临汾亲子景点榜 No.9;建于一九九三年,博物馆;58条点评
浑源古城;浑源;#;5.0;大同必打卡景点榜 No.11;历史建筑;14条点评
城隍庙;平遥 · 平遥古城内;#;5.0;#;欣赏特色建筑与琉璃艺术,历史建筑;354条点评
七彩盐湖;运城;#;5.0;#;自然山水;7条点评
青龙峡(太行山大峡谷);壶关;#;5.0;壶关玩水避暑榜 No.2;谷内泉潭叠瀑，赤壁如霞,避暑纳凉;49条点评
禹王洞;忻州;4A;5.0;#;自然山水;216条点评
广胜寺-飞虹塔;洪洞;#;5.0;#;塔身五彩斑斓如雨后彩虹,历史建筑;91条点评
魏都水世界;大同;4A;5.0;大同玩水避暑榜 No.1;科技与生态结合的水上公园,遛娃宝藏地;1075条点评
庞泉沟峡谷漂流;交城;#;5.0;交城玩水避暑榜 No.1;落差大、水流湍急,清凉漂流;93条点评
大汖古村;盂县;#;4.9;#;房屋布满整个山坡的古村,古镇古村;27条点评
大寨景区;昔阳;4A;4.9;#;农业学大寨的发源地,公园&植物园;120条点评
红豆峡;壶关;#;4.9;#;生长着珍稀树种红豆杉,避暑纳凉;129条点评
晋祠公园;太原 · 太原古县城/晋祠;#;4.9;#;绚丽多彩的郁金香盛宴,公园&植物园;28条点评
千佛庵;隰县;#;4.9;#;历史建筑;23条点评
圣母殿;太原 · 太原古县城/晋祠;#;4.9;#;建于北宋时期的古建筑;270条点评
李家山村;临县;#;4.9;#;形似凤凰，留有窑洞文化,古镇古村;85条点评
鼓楼;大同 · 大同古城/华严寺;#;4.9;#;全国规模较大的明清鼓楼,历史建筑;181条点评
关帝祖庙;运城;#;4.9;#;#;11条点评
马家大院(平遥古城);平遥 · 平遥古城内;#;4.9;#;三进四合院建筑形式,历史建筑;25条点评
万龙白登山滑雪场;大同;#;4.8;#;以初、中级滑雪娱乐为主,遛娃宝藏地;147条点评
文殊殿;五台 · 五爷庙;#;4.8;#;#;9条点评
龙兴寺;新绛;#;4.8;#;历史建筑;45条点评
海会书院;阳城 · 皇城相府景区;4A;4.8;#;千年古刹，一览太行美景,历史建筑;117条点评
迎泽公园;太原 · 迎泽大街商圈;#;4.8;山西夜游必打卡景点榜 No.8;太原市民休闲娱乐的地方,避暑纳凉;467条点评
山西观壁画;应县·朔州;#;4.8;#;#;#
晋阳湖公园;太原 · 红灯笼体育场/晋阳湖;#;4.8;太原玩水避暑榜 No.3;避暑纳凉;34条点评
汾城古建筑群;襄汾;#;4.8;#;古镇古村;9条点评
太原市博物馆;太原 · 万象城/博物馆;#;4.8;#;文化岛大平台广场上的标志性建筑,博物馆;58条点评
圆觉寺砖塔;浑源;#;4.8;#;历史建筑;19条点评
蒲津渡遗址;永济;#;4.7;#;渡口铁牛,历史建筑;340条点评
青莲寺;泽州;#;4.7;#;远眺可尽览孚、珏两山美景,历史建筑;38条点评
风陵渡镇;芮城;#;4.7;#;观滔滔黄河，赏夕阳美景;73条点评
南禅寺;五台;#;4.8;#;历史建筑;61条点评
福胜寺;新绛;#;4.7;#;历史建筑;11条点评
壶山温泉;黎城;#;4.7;山西温泉景点榜 No.1;49个温泉泡池风格迥异,遛娃宝藏地;65条点评
玉皇庙彩塑壁画博物馆;泽州;#;4.7;#;历史建筑;28条点评
宝源老醋坊;清徐;4A;4.7;#;参观山西老陈醋的酿造过程;50条点评
关帝庙;大同 · 大同古城/华严寺;#;4.7;#;观看大同的元代建筑;108条点评
玉皇庙;晋城;#;4.7;#;历史建筑;6条点评
黄河大铁牛;永济;#;4.6;#;#;5条点评
边靖楼;代县;#;4.6;#;代县的标志性建筑,历史建筑;43条点评
纯阳宫;大同 · 大同古城/华严寺;#;4.6;#;因供奉纯阳吕祖而得名,历史建筑;118条点评
大云寺;临汾;#;4.6;#;现存建筑有弥陀殿、后殿和寺外七宝塔,历史建筑;52条点评
祆神楼;介休;#;4.6;#;与过街楼相结合的楼阁式建筑,历史建筑;39条点评
太原 · Standby小鹿脱口秀专场《我的中女时代》;太原;#;4.6;#;演出;#
仙堂山;襄垣;4A;4.6;襄垣玩水避暑榜 No.1;避暑纳凉;264条点评
蟒河生态旅游区;阳城;4A;4.5;阳城玩水避暑榜 No.1;黄土高原小桂林,避暑纳凉;424条点评
临汾哪吒传奇;临汾;#;4.5;#;赏民宅窑洞，体验民俗文化,古镇古村;30条点评
汾河二库国家水利风景区;阳曲;#;4.5;阳曲玩水避暑榜 No.1;有多种娱乐项目的避暑地,清凉漂流;236条点评
梵仙山;五台 · 五爷庙;#;4.5;#;草木茂盛，庙宇隐藏于山顶,登高爬山;29条点评
赤壁悬流;平顺;4A;4.5;#;峡谷蜿蜒，绝壁相对耸立,避暑纳凉;47条点评
欢乐太行谷;壶关;4A;4.5;#;#;100条点评
应县木塔景区-佛宫寺;应县;#;4.5;#;历史建筑;65条点评
大禹渡黄河风景区;芮城;4A;4.5;#;集灌溉、旅游为一体,自然山水;69条点评
明清一条街;平遥 · 平遥古城内;#;4.5;#;寻觅明清时期的历史遗迹,城市漫步;360条点评
塔院寺;五台 · 五爷庙;#;4.5;#;寺内有大白塔,历史建筑;283条点评
望仙大峡谷;垣曲;4A;4.5;垣曲玩水避暑榜 No.1;石峡风光秀丽,避暑纳凉;49条点评
霍州署;霍州;#;4.5;#;保存较完整的古代州级署衙,历史建筑;173条点评
山西地质博物馆;太原 · 下元/理工大学;#;4.5;#;矿石标本与古生物化石诸多,博物馆;64条点评
后土庙;介休;#;4.5;#;有着庞大建筑群的道教庙宇,历史建筑;68条点评
炎帝陵;高平;4A;4.5;#;青山沟壑相衬，陵后有古庙;53条点评
吕梁 · 孝河星光青春回响演唱会第一季;孝义;#;4.5;#;演唱会;#
马村砖雕墓;稷山;#;4.5;#;历史建筑;5条点评
忻州古城唐风晋韵打铁花;忻州 · 忻州古城;#;4.5;#;#;2条点评
《如梦大同》行进情浸式旅游演绎;大同 · 大同古城/华严寺;#;4.5;#;演出;15条点评
文庙;大同 · 大同古城/华严寺;#;4.4;#;历史建筑;29条点评
万佛洞(第十五窟);大同;#;4.4;#;一万余尊小佛坐像,历史建筑;90条点评
秋风楼;万荣;#;4.4;#;历史建筑;15条点评
显通寺;五台 · 五爷庙;#;4.4;#;规模大历史悠久的皇家寺院,历史建筑;255条点评
平遥文庙;平遥 · 平遥古城内;#;4.4;#;古老建筑内参观科举史展,历史建筑;321条点评
千年铁魂;晋城;#;4.4;#;古代传统烟花，绚丽多彩,演出;49条点评
浑源州署;浑源;#;4.4;#;#;16条点评
城隍庙;芮城;#;4.4;#;历史建筑;7条点评
忻州佛教文化体验;五台·忻州;#;4.8;#;#;#
五一广场;太原 · 柳巷商圈;#;4.4;#;太原人心中璀璨的明珠,地标观景;154条点评
桑干古道乌龙峡;大同;#;4.4;大同玩水避暑榜 No.2;清凉漂流;53条点评
朔州古城遗址;朔州;#;4.4;#;地势险要，残垣保存较完整,历史建筑;84条点评
文庙;太原 · 柳巷商圈;#;4.4;#;公园&植物园;18条点评
西侯度遗址;芮城;#;4.4;#;历史建筑;9条点评
汾酒文化景区;汾阳;4A;4.4;#;了解汾酒的历史和酿造过程,公园&植物园;134条点评
龙山景区;太原;#;4.4;#;石窟凿造精美，佛文化深远,历史建筑;27条点评
大同煤矿万人坑遗址纪念馆;大同;#;4.4;#;#;#
山西应县木塔景区佛宫寺-小西天;应县;#;4.4;#;#;2条点评
杏花村镇;汾阳;#;4.3;#;一千五百多年的酿酒历史;28条点评
阿育王塔;代县;#;4.3;#;历史建筑;20条点评
龙门寺;平顺;#;4.3;#;历史建筑;11条点评
广武长城;山阴;#;4.3;#;经典驴行线路，保存完好,历史建筑;36条点评
虹霓村;平顺;#;4.3;#;悬崖上的古村，赏飞瀑古塔,古镇古村;12条点评
汾河公园;太原;4A;4.3;太原玩水避暑榜 No.5;欣赏汾河的落日美景,避暑纳凉;347条点评
永和黄河乾坤湾景区;永和;#;4.3;#;自然山水;11条点评
开化寺;高平;#;4.3;#;历史建筑;23条点评
后沟古村;晋中;4A;4.3;#;欣赏别致的古戏台与古神庙,古镇古村;160条点评
晋城博物馆;晋城 · 人民广场/国贸广场;#;4.3;#;博物馆;55条点评
堆云洞;夏县;#;4.3;#;远观如云朵叠加的道教名观,历史建筑;37条点评
舜帝陵;运城;4A;4.3;#;三皇五帝之一的舜帝陵园,公园&植物园;85条点评
晋阳古城遗址;太原 · 太原古县城/晋祠;#;4.3;#;曾为战国时期赵国都城,历史建筑;42条点评
崇善寺;太原 · 柳巷商圈;#;4.3;#;香火很旺有明代塑像的寺庙,历史建筑;147条点评
固关长城;平定;#;4.3;#;被誉小八达岭的石砌内长城,历史建筑;49条点评
小寨沟;陵川;#;4.3;陵川玩水避暑榜 No.2;潭瀑密集、水质清澈,避暑纳凉;158条点评
新绛县绛州署景区;新绛;#;4.3;#;公园&植物园;13条点评
太原 · “新·国风”音乐剧《锦衣卫之刀与花》;太原 · 万象城/博物馆;#;4.2;#;演出;#
金灯寺;平顺;#;4.2;#;规模宏大精美的佛教石窟群,历史建筑;10条点评
再回相府;阳城 · 皇城相府景区;#;4.2;晋城夜游必打卡景点榜 No.3;遛娃宝藏地;87条点评
龙泉寺;五台 · 西线龙泉寺;#;4.2;#;寺内外石雕建筑雕凿精致,历史建筑;85条点评
崇宁堡温泉;灵石 · 王家大院;#;4.2;晋中温泉景点榜 No.1;城堡院落中的休闲度假地,遛娃宝藏地;183条点评
灵岩寺;大同;#;4.2;#;以香樟木作材料的主佛像,历史建筑;54条点评
秀容书院;忻州 · 忻州古城;#;4.2;#;历史建筑;17条点评
梁思成纪念馆;大同 · 大同古城/华严寺;#;4.2;#;沉于地下的仿古院落,博物馆&展馆;11条点评
月昇平遥;平遥 · 平遥古城内;#;4.2;#;演出;61条点评
代州文庙;代县;#;4.2;#;#;24条点评
三多堂博物馆;晋中;#;4.2;#;明清晋商巨富曹家的院落,博物馆;88条点评
北魏明堂遗址博物馆;大同 · 东信广场商圈;#;4.2;#;博物馆;4条点评
憨山文化旅游景区;繁峙;4A;4.2;#;夜游观景;41条点评
黄河龙门风景区;河津;#;4.2;#;两山夹河，黄河汹涌澎湃,地标观景;59条点评
大同美术馆;大同 · 大同南站/方特欢乐世界;#;4.2;#;特色展馆;18条点评
白佛爷洞(第二十窟);大同;#;4.2;#;以北魏道武帝的形象为原型,历史建筑;99条点评
昆仑山;稷山;#;4.2;#;登高爬山;1条点评
太符观;汾阳;#;4.2;#;历史建筑;7条点评
法兴寺;长子;#;4.2;#;历史建筑;23条点评
神龙湾挂壁公路观景台;平顺;#;4.2;#;地标观景;3条点评
潞安府城隍庙;长治 · 英雄中路;#;4.2;#;历史建筑;1条点评
克难坡景区;吉县;#;4.2;#;窑洞众多的红色革命根据地,登高爬山;23条点评
崇庆寺;长子;#;4.2;#;历史建筑;11条点评
貂蝉故里;忻州;#;4.2;#;参观与貂蝉有关的遗址;30条点评
太行锡崖沟旅游度假区;陵川;#;4.2;#;观赏有名的挂壁公路,避暑纳凉;99条点评
大文殊寺;五台 · 五爷庙;#;4.1;#;又名广安寺,历史建筑;24条点评
塔尔坡古村落;乡宁;#;4.1;#;古镇古村;9条点评
窦大夫祠;太原;#;4.1;#;历史建筑;41条点评
常平关帝家庙;运城;#;4.1;#;庙内殿宇壮观，古柏参天;52条点评
采薇庄园;太原;#;4.1;#;功能齐全的生态主题庄园,度假村;151条点评
广化寺;五台 · 五爷庙;#;4.1;#;黄庙十大寺之一,历史建筑;45条点评
佛母洞;五台 · 南线白云寺;#;4.1;#;石灰岩洞，供奉有释迦牟尼,历史建筑;68条点评
永安寺南院;浑源;#;4.1;#;大殿很古朴,历史建筑;24条点评
董寨龙潭峡谷风景区;平定;#;4.1;平定玩水避暑榜 No.2;避暑纳凉;20条点评
代州古城;代县;#;4.1;#;#;1条点评
协同庆票号(中国钱庄博物馆);平遥 · 平遥古城内;#;4.1;#;五进式钱庄院落,博物馆;162条点评
长治博物馆;长治;#;4.1;#;明清琉璃，战国青铜为特色,博物馆;60条点评
太原 · 金润吉2025《声音》巡回演唱会;太原 · 府西金融区/万达广场;#;4.1;#;演唱会;#
青龙古镇;阳曲;#;4.1;#;有典型的明清风格古建筑,遛娃宝藏地;318条点评
西湾村;临县;#;4.1;#;临河而建，古宅历经沧桑,古镇古村;33条点评
鱼沼飞梁;太原 · 太原古县城/晋祠;#;4.1;#;晋祠内造型精致的古老桥梁,历史建筑;176条点评
姑射山;临汾;#;4.1;#;沟壑纵横、地貌奇特,登高爬山;21条点评
华谊兄弟星剧场·重逢晋城;晋城 · 人民广场/国贸广场;#;4.1;晋城夜游必打卡景点榜 No.4;演出;45条点评
天下黄河第一湾;石楼;#;4.1;#;河湾似葫芦状，雄伟壮观,自然山水;49条点评
大同云冈石窟博物馆;大同;#;4.1;#;皇家风范的佛教艺术宝库,博物馆;47条点评
太原双塔寺-双塔博物馆;太原 · 太原火车站;#;4.1;#;博物馆;2条点评
东台顶;五台 · 北线光明寺;#;4.0;#;登顶看云海茫茫，旭日东升,登高爬山;58条点评
五龙壁;大同 · 大同古城/华严寺;#;4.0;#;历史建筑;33条点评
黄河画廊;临县;#;4.0;#;一种天然形成的崖壁浮雕,自然山水;25条点评
陶寺遗址博物馆;襄汾;#;4.0;#;博物馆&展馆;4条点评
师家沟景区;汾西;#;4.0;#;典型的北方与山西民居特色,地标观景;32条点评
司马光祠;夏县;#;4.0;#;历史建筑;20条点评
梁家寨大汖霖多温泉度假村;盂县;4A;3.7;山西温泉景点榜 No.3;综合服务设施达到先进水平,度假村;172条点评
昭馀古城茶商文化旅游区;祁县;4A;4.0;#;建于清朝的晋商家族宅院,历史建筑;138条点评
稷山稷王庙;稷山;#;4.0;#;历史建筑;8条点评
