景点名称;地点;景点级别;热度;口碑;标签;评论
古龙峡漂流;清远 · 古龙峡;#;6.6;2025中国50玩水避暑景点;国际赛道级惊险体验,清凉漂流;4633条点评
古龙峡;清远 · 古龙峡;4A;6.6;清远必打卡景点榜 No.2;悬崖对峙、奇峰耸立,清凉漂流;1065条点评
清晖园博物馆;佛山 · 清晖园度假区/顺德欢乐海岸PLUS;4A;6.6;佛山亲子景点榜 No.2;广东四大名园之一优雅含蓄,园林花园;1364条点评
巽寮湾;惠东 · 巽寮湾;#;6.6;惠东必打卡景点榜 No.1;体验踩沙踏浪与出海捕鱼,海滨玩水;2380条点评
永庆坊;广州 · 永庆坊/上下九步行街;4A;6.6;广东夜游必打卡景点榜 No.14;年轻人爱去的打卡圣地,夜游观景;357条点评
西关永庆坊旅游区;广州 · 永庆坊/上下九步行街;4A;6.6;#;城市漫步;50条点评
深圳 · 断眉查理•普斯Charlie Puth巡回演唱会-深圳站;深圳 · 龙岗中心区/大运新城;#;6.6;#;演唱会;#
西樵山风景名胜区;佛山 · 西樵山/广东千古情;5A;6.6;佛山必打卡景点榜 No.4;国家AAAAA级旅游景区,遛娃宝藏地;4167条点评
千年瑶寨;连南;4A;6.6;连南玩水避暑榜 No.1;规模宏大的瑶族古寨,避暑纳凉;7688条点评
湛江军事文化博览园;湛江;#;6.5;湛江必打卡景点榜 No.2;#;430条点评
海上看港珠澳大桥;珠海 · 情侣路/海滨泳场/珠海大剧院;#;6.5;广东夜游必打卡景点榜 No.15;乘车乘船欣赏港珠澳大桥,遛娃宝藏地;899条点评
赤坎·广东华侨国际旅游度假区;开平;#;6.5;江门必打卡景点榜 No.1;骑楼林立的原生态侨乡古镇,古镇古村;1702条点评
礐石风景区;汕头 · 潮博馆/北山湾;4A;6.5;汕头亲子景点榜 No.1;自然景色与人文景观相融,登高爬山;581条点评
深圳 · 汪苏泷2025《十万伏特2.0》巡回演唱会;深圳 · 龙岗中心区/大运新城;#;6.5;#;演唱会;#
广东罗浮山风景名胜区;博罗 · 罗浮山度假区;5A;6.5;惠州必打卡景点榜 No.2;国家5A级旅游风景名胜区,遛娃宝藏地;4323条点评
大梅沙海滨公园;深圳 · 大小梅沙/东部华侨城;#;6.5;深圳玩水避暑榜 No.1;当地知名的大型海滨浴场,海滨玩水;2219条点评
广州citywalk;广州·广东;#;6.5;#;#;#
珠海御温泉;珠海 · 御温泉/金台寺;4A;6.5;2025中国50温泉景点;老牌日式露天温泉,遛娃宝藏地;3399条点评
双月湾;惠东 · 双月湾;#;6.4;惠东必打卡景点榜 No.2;一静一动的双月型海湾,海滨玩水;1229条点评
小梅沙度假村;深圳 · 大小梅沙/东部华侨城;#;6.4;深圳玩水避暑榜 No.3;梅沙踏浪海滨休闲,海滨玩水;1677条点评
长鹿旅游休博园;佛山 · 长鹿农庄度假区;5A;6.4;2025中国100亲子景点;岭南水乡风情主题公园,遛娃宝藏地;1.2万条点评
东门老街;深圳 · 东门商业区;#;6.4;深圳必打卡景点榜 No.10;老牌商业步行街区,城市漫步;1086条点评
湛江红嘴鸥游船;湛江 · 金沙湾风景区;#;6.4;湛江必打卡景点榜 No.3;乘船欣赏湛江港两岸风光,遛娃宝藏地;1049条点评
上下九步行街;广州 · 永庆坊/上下九步行街;#;6.4;广州必打卡景点榜 No.18;广州知名的商业街,城市漫步;2243条点评
珠海景山观光索道;珠海 · 情侣路/海滨泳场/珠海大剧院;#;6.4;#;珠海城市的颇佳观光点,夜游观景;766条点评
南风古灶;佛山 · 祖庙/岭南天地;4A;6.3;佛山必打卡景点榜 No.6;体验传统南国陶瓷文化,遛娃宝藏地;1635条点评
珠江夜游天字码头;广州 · 海珠广场/北京路步行街;#;6.3;广州亲子景点榜 No.19;大部分夜游船只启航点,夜游观景;3910条点评
东部华侨城;深圳 · 大小梅沙/东部华侨城;4A;6.3;深圳玩水避暑榜 No.7;刺激游乐项目融合自然风光,度假村;1.8万条点评
地王观光·深港之窗;深圳 · 万象城/京基100;#;6.3;深圳必打卡景点榜 No.12;趣味性主题的高层观光,地标观景;1802条点评
七星岩;肇庆 · 七星岩景区/星湖风景区/肇庆站;#;6.3;肇庆亲子景点榜 No.1;湖上的七座石灰岩峰,避暑纳凉;4379条点评
珠海太空中心;珠海 · 珠海金湾机场附近;#;6.3;珠海亲子景点榜 No.8;科技馆;637条点评
客天下客家小镇景区;梅州 · 客天下景区;4A;6.2;#;游览美景，体验客家文化,度假村;2258条点评
广州 · TizzyT「蝴蝶效应」巡回演唱会-广州站;广州 · 宝能演艺中心/天河智慧城;#;6.3;#;演唱会;#
妈阁庙;󰝊周边景点澳门;#;6.2;澳门亲子景点榜 No.14;古老庙宇香火旺盛,历史建筑;785条点评
海陵岛;阳江 · 闸坡;#;6.2;阳江玩水避暑榜 No.1;享优质海水浴场品尝海鲜,海滨玩水;1474条点评
佛山 · QQ音乐我们的毕业歌;佛山 · 乐从;#;6.2;#;演唱会;#
广州热雪奇迹;广州 · 花都融创文旅城及周边;4A;6.2;广州必打卡景点榜 No.19;大型室内滑雪场,遛娃宝藏地;7759条点评
广州融创文旅城;广州 · 花都融创文旅城及周边;4A;6.2;#;拥有八大主题乐园,度假村;463条点评
汕头老城;汕头 · 小公园/滨海长廊;#;6.2;汕头夜游必打卡景点榜 No.1;感受历史建筑的独特风情,城市漫步;797条点评
汕头小公园;汕头 · 小公园/滨海长廊;#;6.2;#;汕头老城的商业文化中心,城市漫步;367条点评
甘坑古镇;深圳 · 布吉/深圳东站;#;6.2;深圳必打卡景点榜 No.13;客家水乡风情与农作体验,遛娃宝藏地;565条点评
沙湾古镇;广州 · 番禺市桥/亚运城;4A;6.2;广州必打卡景点榜 No.20;一袭华衣游沙湾,古镇古村;1132条点评
广州 · The Chainsmokers 2025 巡回演唱会-广州站;广州 · 南沙万达广场/天后宫商圈;#;6.2;#;演唱会;#
深圳 · 黄子弘凡《除了快乐禁止入内》巡回演唱会;深圳 · 龙岗中心区/大运新城;#;6.2;#;演唱会;#
清远长隆度假区;清远;#;6.2;清远必打卡景点榜 No.4;主题乐园&游乐场;44条点评
清远长隆森林王国;清远;#;6.2;清远亲子景点榜 No.2;主题乐园&游乐场;218条点评
深圳湾公园;深圳 · 深圳湾口岸/蛇口;#;6.2;深圳玩水避暑榜 No.4;与香港对望的滨海休闲带,避暑纳凉;510条点评
黄满寨瀑布;揭西;4A;6.2;揭西玩水避暑榜 No.1;遍布山林间的壮观瀑布群,自然山水;1087条点评
黄埔军校旧址纪念馆;广州 · 广州大学城附近;4A;6.1;#;中国近现代军事家的摇篮,博物馆&展馆;#
广州海洋馆;广州 · 淘金/环市东/广州动物园;#;6.1;#;遛娃宝藏地;1417条点评
开平碉楼文化旅游区;开平;5A;6.1;江门必打卡景点榜 No.2;《让子弹飞》取景地,历史建筑;2000条点评
圆明新园;珠海 · 前山;4A;6.1;珠海必打卡景点榜 No.11;遛娃宝藏地;1682条点评
韩文公祠;潮州 · 韩文公祠/开元寺泰佛殿;4A;6.1;潮汕地区亲子景点榜 No.5;为纪念韩愈而建的祠庙;309条点评
顺德欢乐海岸PLUS;佛山 · 清晖园度假区/顺德欢乐海岸PLUS;#;6.1;佛山夜游必打卡景点榜 No.2;省级旅游度假区,遛娃宝藏地;2017条点评
南海湾森林生态园;佛山;4A;6.1;佛山玩水避暑榜 No.1;山水清美的原生态景致,避暑纳凉;1854条点评
深圳 · 2025陈慧娴40周年"Fabulous 40" 巡回演唱会-深圳站;深圳 · 海岸城/后海;#;6.1;#;演唱会;#
宝墨园;广州 · 番禺市桥/亚运城;4A;6.1;广州玩水避暑榜 No.4;岭南文化山水园林,避暑纳凉;5745条点评
广州博物馆;广州 · 火车站/越秀公园附近;#;6.1;#;标志建筑镇海楼内了解历史,遛娃宝藏地;603条点评
中国大陆南极村;徐闻;#;6.0;徐闻玩水避暑榜 No.1;地形犹如牛角,避暑纳凉;64条点评
陈慈黉故居;汕头;#;6.0;汕头亲子景点榜 No.3;驷马拖车风格融合西式洋楼,历史建筑;140条点评
珠海海泉湾旅游度假区;珠海 · 海泉湾旅游度假区;#;6.0;珠海必打卡景点榜 No.12;国家旅游休闲度假示范区,遛娃宝藏地;2335条点评
白水寨风景名胜区;广州 · 白水寨风景名胜区;4A;6.0;广州玩水避暑榜 No.3;近距离欣赏白水仙瀑,避暑纳凉;6471条点评
青澳湾;南澳 · 南澳青澳湾;#;6.0;南澳岛亲子景点榜 No.1;坡度平缓的天然海水浴场,海滨玩水;494条点评
牌坊街;潮州 · 牌坊街/潮州古城/广济桥;#;6.0;#;看骑楼建筑，品特色美食,城市漫步;532条点评
青岚怪臼谷国家地质公园;饶平;#;6.0;饶平玩水避暑榜 No.1;避暑纳凉;737条点评
小梅沙海洋世界;深圳 · 大小梅沙/东部华侨城;#;6.0;深圳必打卡景点榜 No.15;各种海洋动物与精彩表演,遛娃宝藏地;7052条点评
珠海横琴国家地理探险家中心;珠海 · 长隆旅游度假区;#;6.0;珠海亲子景点榜 No.9;展馆展览;4282条点评
大湾区一号(港珠澳大桥航线);深圳 · 深圳湾口岸/蛇口;#;6.0;#;夜游观景;269条点评
鼎湖山;肇庆 · 鼎湖山景区/肇庆东站;#;6.0;肇庆玩水避暑榜 No.1;避暑纳凉;5084条点评
情侣路;珠海 · 唐家湾/中山大学;#;6.0;珠海玩水避暑榜 No.4;吹海风漫步并遥望澳门,城市漫步;3028条点评
广州圣心大教堂;广州 · 海珠广场/北京路步行街;#;6.0;#;神圣肃穆的哥特式教堂建筑;1653条点评
岭南印象园;广州 · 广州大学城附近;4A;5.9;#;赏传统建筑体验怀旧风情,避暑纳凉;6494条点评
长隆横琴湾水世界;珠海 · 长隆旅游度假区;#;6.0;珠海玩水避暑榜 No.8;丰富的水上玩乐与海豚萌宝,遛娃宝藏地;595条点评
中英街;深圳 · 盐田区政府/沙头角;#;5.9;深圳必打卡景点榜 No.16;有着历史缩影的街道,城市漫步;669条点评
深圳 · 周兴哲Odyssey旅程巡回演唱会;深圳 · 海岸城/后海;#;5.9;#;演唱会;#
鼎龙湾国际海洋度假区;吴川 · 鼎龙湾国际海洋度假区;4A;5.9;吴川玩水避暑榜 No.1;度假村;154条点评
总兵府;南澳;#;5.9;#;历史文化深厚的军事要地,遛娃宝藏地;315条点评
桂山岛;珠海 · 桂山岛;#;5.9;珠海玩水避暑榜 No.3;深入体验岛屿居民日常生活,海滨玩水;244条点评
雁南飞茶田景区;梅州 · 雁南飞茶田度假村;5A;5.9;梅州必打卡景点榜 No.1;度假村;921条点评
广州融创乐园;广州 · 花都融创文旅城及周边;4A;5.8;广州夜游必打卡景点榜 No.12;依南越文化构建六大主题,遛娃宝藏地;7384条点评
帽子峰旅游景区;南雄;4A;5.8;韶关必打卡景点榜 No.2;遛娃宝藏地;901条点评
开元寺;潮州 · 牌坊街/潮州古城/广济桥;#;5.8;#;访千年古刹，领略唐朝文化,历史建筑;465条点评
广州 · 王铮亮On The Road to (在路上）巡回演唱会-广州站;广州 · 广州体育馆/白云山;#;5.9;#;演唱会;#
赤坎老街;湛江 · 赤坎老街/湛江西站;#;5.8;湛江必打卡景点榜 No.6;步行街集合了众多特色小铺,城市漫步;347条点评
珠海大剧院;珠海 · 情侣路/海滨泳场/珠海大剧院;#;5.8;珠海必打卡景点榜 No.15;滨海风格显著的大剧院,演出;304条点评
黄腾峡漂流;清远 · 笔架山/黄腾峡;4A;5.8;清远必打卡景点榜 No.5;刺激好玩的峡谷漂流,清凉漂流;4203条点评
黄腾峡生态旅游区;清远 · 笔架山/黄腾峡;4A;5.8;清远亲子景点榜 No.3;清凉漂流;257条点评
洞天仙境;英德 · 英西峰林走廊;4A;5.8;英德玩水避暑榜 No.1;探秘天坑溶洞奇景,避暑纳凉;2987条点评
桔钓沙;深圳 · 杨梅坑/桔钓沙;#;5.8;深圳玩水避暑榜 No.2;三面青山相拥的洁白银滩,海滨玩水;88条点评
大鹏半岛;深圳 · 杨梅坑/桔钓沙;#;5.8;#;深圳的“黄金海岸”,海滨玩水;82条点评
珠海海泉湾海洋温泉;珠海 · 海泉湾旅游度假区;#;5.8;广东温泉景点榜 No.2;中国星级温泉,遛娃宝藏地;4062条点评
广东海上丝绸之路博物馆;阳江 · 保利银滩;#;5.8;海陵岛亲子景点榜 No.1;探秘南海1号古沉船,博物馆;1283条点评
珠海横琴长隆《卡卡虎奇遇记》;珠海 · 长隆旅游度假区;#;5.8;珠海亲子景点榜 No.11;遛娃宝藏地;1147条点评
佛山 · （生日场）薛凯琪2025「Let Me Love You」巡回演唱会佛山站;佛山 · 乐从;#;5.7;#;演唱会;#
第十五届中国航展;珠海 · 珠海金湾机场附近;#;5.8;#;世界五大航展之一,特色展馆;1000条点评
梵高星空艺术馆(珠海旗舰店);珠海 · 奥园广场/体育中心;#;5.7;珠海亲子景点榜 No.12;用科技手段将世界名画展现,展馆展览;1516条点评
中山影视城;中山 · 孙中山故居/崖口村;5A;5.7;#;多国建筑群再现革命年代,嗨玩乐园;1185条点评
深圳 · 徐佳莹《变得有些奢侈的事》巡回演唱会;深圳;#;5.7;#;演唱会;#
观音山旅游风景区;东莞 · 观音山度假区;4A;5.7;东莞必打卡景点榜 No.1;南天圣地百粤秘境,避暑纳凉;2900条点评
冷泉滩旅游度假区;翁源;#;5.7;#;占地面积13000亩,度假村;216条点评
深圳欢乐海岸;深圳 · 华侨城;#;5.7;深圳玩水避暑榜 No.9;以水为主题的娱乐商圈,避暑纳凉;1063条点评
玫瑰海岸文化旅游度假区;深圳 · 葵涌/官湖商圈;#;5.7;深圳玩水避暑榜 No.6;婚纱摄影主题海滩,海滨玩水;641条点评
三角洲岛;惠东 · 巽寮湾;#;5.7;#;水清石奇的海上世外桃源,海滨玩水;818条点评
森林海嬉水乐园;广州 · 白水寨风景名胜区;#;5.7;广州玩水避暑榜 No.2;遛娃宝藏地;549条点评
南沙天后宫;广州 · 南沙万达广场/天后宫商圈;4A;5.7;广州近期热门景点榜 No.4;东南亚较大的妈祖庙,历史建筑;819条点评
广州兰圃;广州 · 火车站/越秀公园附近;#;5.6;#;呈现江南园林的风格,植物园;595条点评
仙湖植物园;深圳 · 罗湖体育馆/梧桐山风景区;4A;5.6;#;观赏多样植物并参观弘法寺,避暑纳凉;582条点评
珠江夜游广州塔财富码头;广州 · 琶洲会展/广州塔/客村;#;5.6;#;步行至广州塔仅需10分钟,夜游观景;217条点评
湾仔旅游码头;珠海 · 横琴口岸/国际会展中心;#;5.6;珠海亲子景点榜 No.13;乘船赏妈祖阁和渔人码头,游艇帆船;333条点评
珠江夜游大沙头码头;广州 · 海珠广场/北京路步行街;#;5.6;#;欣赏珠江夜景的好去处,遛娃宝藏地;2255条点评
龙湖古寨;潮州 · 东山湖/龙湖古寨;#;5.6;#;探访潮州千年古寨,古镇古村;125条点评
鼎龙湾德萨斯水世界;吴川 · 鼎龙湾国际海洋度假区;#;5.6;湛江亲子景点榜 No.4;富有美国西部风情的水乐园,遛娃宝藏地;542条点评
珠海泡温泉;珠海·广东;#;5.6;珠海特色体验榜 No.1;休闲放松的好去处;#
余荫山房;广州 · 番禺长隆/广州南站附近;4A;5.6;#;以小巧玲珑布局精细著称,园林花园;1634条点评
海上世界;深圳 · 深圳湾口岸/蛇口;#;5.7;深圳必打卡景点榜 No.18;游轮改造的美食娱乐中心,夜游观景;606条点评
佛山舞狮表演;佛山·广东;#;5.6;佛山特色体验榜 No.1;#;#
从化碧水湾温泉;广州 · 从化温泉风景区;4A;5.6;广东温泉景点榜 No.4;以苏打温泉为特色,遛娃宝藏地;4172条点评
五矿哈施塔特文旅小镇;博罗;4A;5.6;惠州亲子景点榜 No.1;富有情调的奥地利风情小镇,遛娃宝藏地;1692条点评
硇洲岛;湛江 · 硇洲岛旅游区;#;5.6;#;欣赏著名的硇洲灯塔,海滨玩水;111条点评
深圳 · 陈小春2025《生·旦·净·末·丑》巡回演唱会;深圳 · 龙岗中心区/大运新城;#;5.6;#;演唱会;#
广州 · 黄绮珊“晚霞不晚”巡回演唱会-广州站;广州 · 番禺市桥/亚运城;#;5.5;#;演唱会;#
清远笔架山旅游度假区;清远 · 笔架山/黄腾峡;#;5.5;清远玩水避暑榜 No.3;漂流、瀑布、汤泉民宿,清凉漂流;1395条点评
云门山旅游度假区;乳源;4A;5.5;韶关必打卡景点榜 No.3;适合全家老少一同出游,亲水乐园;2157条点评
珠海长隆海洋王国·鲸鲨馆;珠海 · 长隆旅游度假区;#;5.5;珠海必打卡景点榜 No.18;360度沉浸体验浪漫海底世界,动物园&水族馆;287条点评
深圳 · 房东的猫「世界/青年」2025巡回演唱会;深圳 · 海岸城/后海;#;5.5;#;演唱会;#
海陵岛大角湾海上丝路旅游区;阳江 · 闸坡;5A;5.5;海陵岛玩水避暑榜 No.1;群峰环抱的纯净海湾,海滨玩水;2940条点评
清远漂流;清远·广东;#;5.5;清远特色体验榜 No.1;#;#
日出情人湾风景区;惠东 · 双月湾;#;5.5;双月湾亲子景点榜 No.1;避暑纳凉;141条点评
中国第一滩旅游度假区;茂名 · 中国第一滩;4A;5.5;茂名必打卡景点榜 No.1;漫步绵长的沿海防护林,海滨玩水;356条点评
隐贤山庄;东莞 · 隐贤山庄度假区;4A;5.5;东莞玩水避暑榜 No.1;集人文景观游乐项目与一体,避暑纳凉;4069条点评
珠海海泉湾神秘岛乐园;珠海 · 海泉湾旅游度假区;#;5.5;珠海玩水避暑榜 No.6;刺激游乐与异域风情表演,遛娃宝藏地;4376条点评
佛山岭南天地(祖庙路店);佛山 · 祖庙/岭南天地;#;5.5;佛山亲子景点榜 No.6;遍布古韵悠悠的岭南建筑,避暑纳凉;492条点评
珠海拱北口岸;珠海 · 拱北口岸/富华里;#;5.5;珠海必打卡景点榜 No.19;毗邻澳门的繁忙陆路口岸,地标观景;367条点评
潮汕历史文化博览中心;汕头 · 潮博馆/北山湾;#;5.5;汕头必打卡景点榜 No.5;场馆展馆;41条点评
史努比缤纷世界;佛山 · 清晖园度假区/顺德欢乐海岸PLUS;4A;5.5;佛山亲子景点榜 No.7;大型史努比主题乐园,遛娃宝藏地;1307条点评
南社明清古村落;东莞;4A;5.5;东莞夜游必打卡景点榜 No.1;保存完好的明清古建筑群,遛娃宝藏地;759条点评
特呈岛;湛江 · 特呈岛;#;5.5;湛江玩水避暑榜 No.4;湛江湾水道中的天然良港,海滨玩水;848条点评
海心沙亚运公园;广州 · 珠江新城/省博物馆;#;5.5;广州夜游必打卡景点榜 No.8;夜游广州的好去处,海滨玩水;639条点评
千泷沟大瀑布;广州;#;5.5;广州玩水避暑榜 No.8;竹林密布间响声震谷的瀑布,避暑纳凉;1286条点评
广州 · 蒲熠星 《银河系旅行攻略》巡回演唱会;广州 · 广州体育馆/白云山;#;5.6;#;演唱会;#
南昆山云顶温泉;龙门 · 南昆山旅游区;4A;5.5;广东温泉景点榜 No.5;原生态森林中的温泉,遛娃宝藏地;3186条点评
自力村碉楼群;开平;#;5.5;#;#;815条点评
汕头蓝水星欢乐世界;汕头 · 东海岸/汕头体育中心;4A;5.5;#;惊险刺激的大型游乐园,遛娃宝藏地;966条点评
惠州西湖;惠州 · 惠州西湖/水东街;5A;5.4;惠州夜游必打卡景点榜 No.3;清新素雅岭南风情,遛娃宝藏地;1991条点评
浪漫海岸国际旅游度假区;茂名;4A;5.4;茂名玩水避暑榜 No.1;水清沙白的海滨约会胜地,度假村;1458条点评
万绿湖风景区;东源;5A;5.4;河源必打卡景点榜 No.1;因这里四季皆绿而得名,避暑纳凉;4095条点评
莲花山旅游区;广州 · 番禺市桥/亚运城;4A;5.4;#;参观望海观音访古祈福,避暑纳凉;1727条点评
海珠国家湿地公园;广州 · 琶洲会展/广州塔/客村;4A;5.4;#;湿地与果林镶嵌的生态系统,避暑纳凉;2032条点评
欢乐海岸海洋奇梦馆;深圳 · 华侨城;#;5.4;#;色彩斑斓的水母与海狮表演,亲近动物;1615条点评
广州 · PANTHER CHAN LIVE 2025  MINDFULNESS;广州 · 番禺市桥/亚运城;#;5.4;#;演唱会;#
珠海渔女;珠海 · 情侣路/海滨泳场/珠海大剧院;#;5.4;珠海夜游必打卡景点榜 No.5;地标性的海边渔女雕像,地标观景;1847条点评
