景点名称;地点;景点级别;热度;口碑;标签;评论
中国人民革命军事博物馆;公主坟/五棵松/石景山游乐园地区·距市中心7.2km;#;#;北京亲子景点榜 No.14;博物馆&展馆;#
北京海洋馆;西直门/北京展览馆地区·距市中心7.2km;4A;7.2;北京亲子景点榜 No.15;观赏上千种水族动物,亲近动物;6323条点评
北海公园;天安门/王府井地区·距市中心2.9km;4A;7.2;北京玩水避暑榜 No.4;白塔湖水相依的皇家园林,避暑纳凉;5013条点评
北京赏桃花;北京·中国;#;7.1;#;#;#
居庸关长城;昌平城区/十三陵度假区·距市中心51.6km;4A;7.0;2025中国50赏花踏青景点;仰望天下第一雄关匾额,历史建筑;3589条点评
香山公园;香山/八大处风景区·距市中心21.0km;4A;7.0;2025全球50赏秋景点;体味山野趣味天然氧吧,避暑纳凉;6490条点评
南锣鼓巷;后海/南锣鼓巷地区·距市中心3.7km;#;7.0;北京夜游必打卡景点榜 No.1;老北京胡同与小资的混搭,历史建筑;4267条点评
北京天文馆;西直门/北京展览馆地区·距市中心7.1km;4A;6.9;北京亲子景点榜 No.18;展馆展览;1361条点评
北京汉服体验;北京·中国;#;6.9;北京特色体验榜 No.2;换汉服打卡留念;#
国家大剧院;天安门/王府井地区·距市中心1.5km;#;6.8;北京亲子景点榜 No.20;参观美丽的水滴建筑,演出;2527条点评
水立方(国家游泳中心);鸟巢/奥体中心地区·距市中心10.0km;#;6.8;北京夜游必打卡景点榜 No.6;新北京地标中的奥运场馆,地标观景;2459条点评
北京大观园;永定门/南站/大红门/南苑地区·距市中心5.7km;#;6.8;#;87版《红楼梦》取景地,园林花园;3246条点评
王府井;天安门/王府井地区·距市中心1.1km;#;6.8;北京夜游必打卡景点榜 No.8;北京知名的老牌购物商圈,城市漫步;2023条点评
前门大街;前门/天坛公园/崇文门·距市中心1.4km;#;6.8;北京夜游必打卡景点榜 No.7;京味十足的商业老街,城市漫步;1721条点评
毛主席纪念堂;天安门/王府井地区·距市中心828m;#;#;#;#;#
北京汽车博物馆;总部基地/丰台体育中心/南宫地区·距市中心12.3km;4A;6.7;#;参观众多古老汽车原型,展馆展览;6041条点评
天安门城楼;天安门/王府井地区·距市中心979m;#;#;#;历史建筑;#
北京游船观光;北京·中国;#;6.6;北京特色体验榜 No.3;#;#
北京赏牡丹花;北京·中国;#;6.6;#;牡丹品种繁多;#
世界公园;总部基地/丰台体育中心/南宫地区·距市中心14.6km;4A;6.6;#;汇集各国知名建筑的微缩版,遛娃宝藏地;5290条点评
北京 · 任贤齐《齐迹2025演唱会》北京站;西直门/北京展览馆地区·距市中心7.9km;#;6.6;#;演唱会;#
太和殿;天安门/王府井地区·距市中心1.7km;#;6.5;#;紫禁城里的“金銮殿”,历史建筑;693条点评
北京赏杏花;北京·中国;#;6.5;#;千亩杏花盛开;#
人民大会堂;天安门/王府井地区·距市中心1.2km;#;6.5;北京近期热门景点榜 No.2;人民代表大会的开会场所,地标观景;648条点评
北京赏梨花;北京·中国;#;6.4;#;#;#
老舍茶馆;前门/天坛公园/崇文门·距市中心1.3km;#;6.4;#;吃饭喝茶观看传统曲艺,遛娃宝藏地;1130条点评
潭柘寺;门头沟/潭柘寺/妙峰山风景区·距市中心32.1km;4A;6.4;#;千年古刹、珍稀古木,历史建筑;2488条点评
南山滑雪场;鼓楼西大街/南山滑雪场·距市中心61.5km;#;6.3;2025中国50滑雪景点;建有波浪练习道,遛娃宝藏地;2391条点评
北京杜莎夫人蜡像馆;前门/天坛公园/崇文门·距市中心1.1km;#;6.3;#;与奥巴马等名人亲密合影,遛娃宝藏地;3908条点评
慕田峪长城索道滑道;慕田峪长城/响水湖长城地区·距市中心60.2km;#;6.3;#;缆车索道;274条点评
地坛公园;国展中心地区·距市中心5.7km;4A;6.3;#;明清皇帝祭祀土地的场所,历史建筑;1163条点评
孔庙和国子监博物馆;三里屯/工体/东直门地区·距市中心4.8km;4A;6.3;北京近期热门景点榜 No.8;元明清三朝学子们的圣地,博物馆;835条点评
龙庆峡;八达岭长城/野生动物园地区·距市中心79.8km;4A;6.3;北京玩水避暑榜 No.8;京郊避暑，戏水，秀美山色,避暑纳凉;3430条点评
八大处公园;香山/八大处风景区·距市中心20.2km;4A;6.3;#;三山八刹十二景,历史建筑;4901条点评
北京 · 2025 五月天《#5525 回到那一天》25周年巡回演唱会;距市中心10.0km;#;6.3;#;演唱会;#
午门;天安门/王府井地区·距市中心1.4km;#;6.2;#;紫禁城的正门,历史建筑;708条点评
故宫珍宝馆;天安门/王府井地区·距市中心1.9km;#;6.2;#;乾隆慈禧曾居住在这,博物馆;607条点评
钟鼓楼;后海/南锣鼓巷地区·距市中心4.3km;#;6.2;#;北京古老的标志性建筑,历史建筑;442条点评
鼓楼;后海/南锣鼓巷地区·距市中心4.2km;#;6.2;#;见证中国百年历史文化,历史建筑;528条点评
八达岭野生动物世界;八达岭长城/野生动物园地区·距市中心60.8km;#;6.2;#;近距离观赏野生动物,亲近动物;5865条点评
中央广播电视塔;公主坟/五棵松/石景山游乐园地区·距市中心8.7km;4A;6.2;北京夜游必打卡景点榜 No.10;登上塔顶俯瞰北京美景,地标观景;2093条点评
北京 · 2025张远「白」演唱会-北京站;鸟巢/奥体中心地区·距市中心10.4km;#;6.1;#;演唱会;#
太平洋海底世界;公主坟/五棵松/石景山游乐园地区·距市中心8.8km;#;6.1;#;近距离观赏各种海洋生物,亲近动物;2454条点评
798艺术区;望京/酒仙桥/798地区·距市中心11.7km;#;6.1;#;北京文艺青年的打卡胜地,夜游观景;1413条点评
雁栖湖;雁栖湖/红螺寺地区·距市中心59.8km;4A;6.1;北京玩水避暑榜 No.9;湖光山色中赏一轮明月,避暑纳凉;4083条点评
陆地游轮西山温泉号;上地产业园/西三旗·距市中心22.6km;#;6.1;2025中国50温泉景点;糖果会儿童免费托管,遛娃宝藏地;1818条点评
大栅栏;前门/天坛公园/崇文门·距市中心1.7km;#;6.1;北京夜游必打卡景点榜 No.12;城市漫步;1132条点评
清华大学艺术博物馆;中关村/五道口·距市中心12.5km;#;6.0;#;特色展馆;102条点评
北京奥林匹克塔;鸟巢/奥体中心地区·距市中心11.6km;#;6.0;北京夜游必打卡景点榜 No.9;北京地标建筑之一,地标观景;775条点评
三里屯;三里屯/工体/东直门地区·距市中心5.1km;#;6.0;北京夜游必打卡景点榜 No.11;北京时尚潮流生活的地标,城市漫步;752条点评
纪晓岚故居;前门/天坛公园/崇文门·距市中心2.3km;#;6.0;#;院内百年古藤罗很有名气,历史建筑;334条点评
富国海底世界;三里屯/工体/东直门地区·距市中心4.3km;#;5.9;#;亲近动物;3041条点评
北京 · 陈立农2025《青春为名》演唱会;西直门/北京展览馆地区·距市中心7.9km;#;5.9;#;演唱会;#
司马台长城;古北水镇/司马台长城·距市中心>100km;4A;5.9;古北水镇亲子景点榜 No.1;保留了明长城原貌的古长城,历史建筑;1351条点评
水立方嬉水乐园;鸟巢/奥体中心地区·距市中心9.9km;#;5.9;北京玩水避暑榜 No.5;避暑乐园玩水胜地,遛娃宝藏地;2784条点评
北京欢乐水魔方;总部基地/丰台体育中心/南宫地区·距市中心13.7km;#;6.0;北京玩水避暑榜 No.7;玩耍多项水上娱乐项目,遛娃宝藏地;2037条点评
国子监;三里屯/工体/东直门地区·距市中心4.8km;#;5.9;#;明清两代的国家教育部门,历史建筑;846条点评
红螺寺;雁栖湖/红螺寺地区·距市中心56.6km;4A;5.9;#;祈福胜地，也是赏秋好地方,历史建筑;3037条点评
北京 · 2025 吉克隽逸「太阳的女儿」巡回演唱会-北京站;公主坟/五棵松/石景山游乐园地区·距市中心10.9km;#;5.9;#;演唱会;#
黄花城水长城;雁栖湖/红螺寺地区·距市中心57.4km;4A;5.9;北京玩水避暑榜 No.6;观赏长城戏水的景色,避暑纳凉;4176条点评
北京 · 开心麻花经典爆笑大戏《乌龙山伯爵》;西单/金融街地区·距市中心3.7km;#;5.9;#;演出;#
祈年殿;前门/天坛公园/崇文门·距市中心2.3km;#;5.8;#;天坛的标志性建筑,历史建筑;300条点评
北京 · 王心凌SUGAR HIGH 2.0演唱会-北京站;公主坟/五棵松/石景山游乐园地区·距市中心10.8km;#;5.8;#;演唱会;#
北京 · 王栎鑫2025“X”巡回演唱会-北京站;鸟巢/奥体中心地区·距市中心10.4km;#;5.8;#;演唱会;#
未来水世界;环球影城度假区及周边·距市中心24.3km;#;5.8;#;亲水乐园;50条点评
北京京剧表演;北京·中国;#;5.8;北京特色体验榜 No.4;#;#
北京乐高探索中心;传媒大学/管庄地区·距市中心16.3km;#;5.7;#;用乐高积木打造的亲子乐园,遛娃宝藏地;202条点评
北京 · 2025胡夏《那些年·时光放映厅》演唱会-北京站;公主坟/五棵松/石景山游乐园地区·距市中心10.8km;#;5.7;#;演唱会;1条点评
北京宋庆龄故居;后海/南锣鼓巷地区·距市中心5.0km;#;5.7;#;漫步在古色古香庭院式建筑,历史建筑;#
德云社剧场;前门/天坛公园/崇文门·距市中心2.4km;#;5.7;#;纵观古都市井文化,演出;356条点评
中华民族博物院;鸟巢/奥体中心地区·距市中心8.9km;#;5.7;#;参观各民族特色建筑,遛娃宝藏地;1488条点评
石景山游乐园;公主坟/五棵松/石景山游乐园地区·距市中心17.0km;4A;5.6;#;有众多娱乐项目可以玩耍,遛娃宝藏地;1511条点评
北京 · 伍佰 & China Blue 2025《Rock Star 2 》世界巡回演唱会;公主坟/五棵松/石景山游乐园地区·距市中心10.8km;#;5.6;#;演唱会;#
北京赏腊梅;北京·中国;#;5.6;#;#;#
大熊猫馆;西直门/北京展览馆地区·距市中心7.0km;#;5.6;#;#;83条点评
首都博物馆;西单/金融街地区·距市中心5.6km;4A;5.6;#;领略首都三千年的建城史,博物馆;1162条点评
北京古代建筑博物馆;前门/天坛公园/崇文门·距市中心3.2km;#;5.6;#;展现中国古代建筑发展史,遛娃宝藏地;213条点评
teamLab无相艺术空间;国贸地区·距市中心9.7km;#;5.6;#;特色展馆;263条点评
北京 · 徐佳莹《变得有些奢侈的事》巡回演唱会;距市中心10.8km;#;5.6;#;演唱会;#
中山公园;天安门/王府井地区·距市中心1.3km;4A;5.6;#;春天赏郁金香秋季看银杏,遛娃宝藏地;918条点评
定陵;昌平城区/十三陵度假区·距市中心46.1km;#;5.5;#;明代万历皇帝的大型陵墓;1091条点评
北京 · 2025光良“不会分离·今晚我不孤独3.0”演唱会-北京站;鸟巢/奥体中心地区·距市中心10.3km;#;5.6;#;演唱会;#
人民英雄纪念碑;天安门/王府井地区·距市中心832m;#;5.6;#;祖国的象征建筑之一,夜游观景;#
中国美术馆;天安门/王府井地区·距市中心2.3km;#;5.5;#;艺术展览更新频繁,特色展馆;660条点评
世界花卉大观园;永定门/南站/大红门/南苑地区·距市中心9.0km;4A;5.6;#;观赏世界各地的花卉植物,避暑纳凉;2935条点评
北京 · 陈粒 2025《一粒》十周年巡回演唱会;公主坟/五棵松/石景山游乐园地区·距市中心11.4km;#;5.6;#;演唱会;#
北京相声表演;北京·中国;#;5.5;北京特色体验榜 No.5;#;#
北京刘老根大舞台;前门/天坛公园/崇文门·距市中心1.3km;#;5.5;#;观看精彩的二人转表演,演出;316条点评
中国工美馆 中国非遗馆;鸟巢/奥体中心地区·距市中心11.1km;#;5.5;#;馆藏丰富的民间工艺品,特色展馆;131条点评
广德楼德云社相声大会;前门/天坛公园/崇文门·距市中心1.4km;#;5.5;#;欢声笑语中度过快乐时光,演出;278条点评
北京喇叭沟原始森林公园;雁栖湖/红螺寺地区·距市中心>100km;#;5.4;北京玩水避暑榜 No.13;春赏杜鹃花，秋天看红叶,避暑纳凉;2595条点评
中国考古博物馆;鸟巢/奥体中心地区·距市中心10.6km;#;5.4;#;博物馆;27条点评
北京京彩灯会;总部基地/丰台体育中心/南宫地区·距市中心18.8km;#;5.4;#;夜游观景;363条点评
北京五棵松 MELAND CLUB;公主坟/五棵松/石景山游乐园地区·距市中心11.1km;#;5.4;#;儿童乐园;26条点评
玉渊潭公园;公主坟/五棵松/石景山游乐园地区·距市中心7.6km;4A;5.4;北京玩水避暑榜 No.12;北京观赏樱花的市民公园,避暑纳凉;1700条点评
观复博物馆;首都机场/新国展地区·距市中心15.7km;#;5.4;#;马未都先生创立的博物馆,博物馆;1252条点评
《如是莫高》敦煌艺术大展;西直门/北京展览馆地区·距市中心6.7km;#;5.4;#;特色展馆;2条点评
中国紫檀博物馆;国贸地区·距市中心10.2km;4A;5.4;#;观赏上千件紫檀木明清家具,博物馆;480条点评
烟袋斜街;后海/南锣鼓巷地区·距市中心4.0km;#;5.4;#;老胡同内感受老北京的气息,城市漫步;717条点评
世贸天阶;国贸地区·距市中心4.1km;#;5.3;北京夜游必打卡景点榜 No.15;一站式休闲购物中心,城市漫步;526条点评
正阳门;天安门/王府井地区·距市中心912m;#;5.3;#;保存较完整的老城门,历史建筑;566条点评
太庙;天安门/王府井地区·距市中心1.0km;#;5.3;#;历史建筑;8条点评
国家图书馆;西直门/北京展览馆地区·距市中心8.4km;#;5.3;#;中国较气派的书房;541条点评
北京曲水兰亭水疗;国贸地区·距市中心8.4km;#;5.3;#;SPA/按摩;227条点评
大运河博物馆;环球影城度假区及周边·距市中心26.5km;#;5.3;#;博物馆;44条点评
北京市劳动人民文化宫;天安门/王府井地区·距市中心966m;#;5.2;#;曾是明清帝王祭祖的地方,历史建筑;433条点评
国家植物园(原北京植物园);香山/八大处风景区·距市中心20.1km;4A;5.2;#;游山踏青观赏花卉植物,避暑纳凉;1197条点评
德云社三里屯剧场;三里屯/工体/东直门地区·距市中心5.0km;#;5.2;#;郭德纲创办的相声社,演出;152条点评
城市大道;环球影城度假区及周边·距市中心23.8km;#;5.2;#;城市漫步;43条点评
潘家园旧货市场;劲松/潘家园地区·距市中心5.4km;#;5.2;#;大型旧货市场,城市漫步;471条点评
亮马河国际风情水岸;燕莎/朝阳公园商业区·距市中心7.9km;#;5.2;北京夜游必打卡景点榜 No.13;夜游观景;119条点评
陶然亭公园;永定门/南站/大红门/南苑地区·距市中心4.0km;4A;5.2;北京玩水避暑榜 No.14;以陶然亭为中心的园林公园,避暑纳凉;1226条点评
北京悬空玻璃艺术馆;天安门/王府井地区·距市中心1.4km;#;5.2;#;特色展馆;145条点评
北京 · 开心麻花首部惊悚爆笑戏剧《开心聊斋·三生沉浸版》;西直门/北京展览馆地区·距市中心5.9km;#;5.2;#;演出;1条点评
北京· 岳云鹏2025 《非要唱》巡回演唱会;西直门/北京展览馆地区·距市中心7.9km;#;5.2;#;演唱会;#
回音壁;前门/天坛公园/崇文门·距市中心2.9km;#;5.2;#;墙面极其光滑整齐,历史建筑;190条点评
北京 · 孙燕姿《就在日落以后》巡回演唱会;距市中心10.0km;#;5.2;#;演唱会;#
北京 · 三里屯太古里脱口秀SOHO店 |【魔脱喜剧】周一至周日每天三场;距市中心5.0km;#;5.2;#;演出;#
北京 · 陈奕迅FEAR and DREAMS世界巡回演唱会-北京站;公主坟/五棵松/石景山游乐园地区·距市中心10.8km;#;5.2;#;演唱会;#
北京 · 北京曲剧团《茶馆》;距市中心26.5km;#;5.1;#;演出;9条点评
北京梨园剧场;前门/天坛公园/崇文门·距市中心2.7km;#;5.1;#;京剧爱好者过戏瘾的场所,演出;388条点评
中国电影博物馆;首都机场/新国展地区·距市中心14.1km;#;5.1;#;参观电影的古老道具,博物馆;232条点评
军都山滑雪场;昌平城区/十三陵度假区·距市中心37.5km;#;5.1;2025中国50滑雪景点;距离北京市很近的滑雪场,遛娃宝藏地;1262条点评
北京 · 洛天依2025《无限共鸣•流光协奏》全息演唱会;鸟巢/奥体中心地区·距市中心10.4km;#;5.1;#;演唱会;#
北京赏玉兰花;北京·中国;#;5.1;#;#;#
后海;后海/南锣鼓巷地区·距市中心4.6km;#;5.1;#;避暑纳凉;66条点评
奥林匹克森林公园;鸟巢/奥体中心地区·距市中心12.9km;#;5.1;#;适宜户外运动的城市绿肺,避暑纳凉;154条点评
北京园博园;总部基地/丰台体育中心/南宫地区·距市中心18.8km;4A;5.1;#;汇集国内外各类园林,避暑纳凉;3291条点评
北京世园国际旅游度假区;八达岭长城/野生动物园地区·距市中心71.6km;4A;5.1;#;赏万千植物花卉,遛娃宝藏地;8558条点评
坡峰岭;房山风景区·距市中心53.6km;#;5.1;北京玩水避暑榜 No.16;秋季赏黄栌漫天红叶,避暑纳凉;1604条点评
独角兽星空艺术馆(北京王府井银泰in88店);天安门/王府井地区·距市中心1.4km;#;5.1;#;场面庞大，灯光精美绝伦,夜游观景;495条点评
水裹·汤泉生活;国贸地区·距市中心8.6km;#;5.1;#;洗浴泡汤;119条点评
Hello Kitty Cosmos 光影特展 北京站;公主坟/五棵松/石景山游乐园地区·距市中心11.0km;#;5.0;#;特色展馆;#
卢沟桥;总部基地/丰台体育中心/南宫地区·距市中心17.1km;#;5.0;#;地标观景;#
昆明湖;中关村/五道口·距市中心15.3km;#;5.0;北京玩水避暑榜 No.18;泛舟湖上，饱览湖光水色,避暑纳凉;529条点评
北京玛雅海滩水公园;欢乐谷游乐区·距市中心8.5km;#;5.0;#;避暑纳凉;77条点评
北京赏冰瀑;北京·中国;#;5.0;北京特色体验榜 No.9;#;#
东交民巷;天安门/王府井地区·距市中心414m;#;5.0;#;拥有众多的百年西洋建筑,城市漫步;348条点评
周口店北京人遗址博物馆;房山风景区·距市中心46.9km;4A;5.0;#;北京人的发源地,历史建筑;917条点评
哈利波特的魔法世界;环球影城度假区及周边·距市中心24.4km;#;5.0;#;夜游观景;5条点评
皇家御河游;西直门/北京展览馆地区·距市中心9.0km;#;5.0;#;清朝权贵专用水道,避暑纳凉;685条点评
白瀑寺;距市中心47.7km;#;5.0;#;背倚瀑布的辽代古寺庙,历史建筑;94条点评
北京 · 2025年王者荣耀KPL年度总决赛;鸟巢/奥体中心地区·距市中心10.0km;#;5.0;#;赛事;#
长陵;昌平城区/十三陵度假区·距市中心46.1km;#;4.9;#;#;414条点评
国家高山滑雪中心;国家高山滑雪中心/世园国际旅游度假区·距市中心86.5km;#;4.9;#;多种功能一体的滑雪中心,户外滑雪;112条点评
北京坊;前门/天坛公园/崇文门·距市中心1.2km;#;4.9;#;时尚的文化消费区,夜游观景;81条点评
中国海关博物馆;北京站·距市中心2.2km;#;4.9;#;博物馆;80条点评
北京 · 孟庭苇《孟里花落知多少》35周年巡回演唱会;距市中心12.8km;#;4.9;#;演唱会;#
北京 · “新·国风”音乐剧《锦衣卫之刀与花》;距市中心4.2km;#;4.9;#;演出;#
国家速滑馆;鸟巢/奥体中心地区·距市中心12.8km;#;4.9;#;场馆展馆;67条点评
北京环球影城VIP体验;环球影城度假区及周边·距市中心23.9km;#;4.9;#;#;2条点评
朝阳剧场杂技;国贸地区·距市中心5.1km;#;4.9;北京夜游必打卡景点榜 No.14;遛娃宝藏地;330条点评
朝阳剧场;国贸地区·距市中心5.1km;#;4.9;#;演出;22条点评
天安门广场-国旗;天安门/王府井地区·距市中心888m;#;4.9;#;#;51条点评
后海公园;后海/南锣鼓巷地区·距市中心4.7km;#;4.9;#;什刹海的组成部分,避暑纳凉;614条点评
中国航空博物馆;小汤山温泉度假区·距市中心31.6km;4A;4.9;#;收藏有上百架的飞机,博物馆&展馆;#
威尼斯电影节金狮奖沉浸式VR体验《苍穹》（Spheres）北京站;三里屯/工体/东直门地区·距市中心5.0km;#;4.9;#;特色展馆;#
白塔寺;西单/金融街地区·距市中心4.4km;#;4.9;#;观赏有名的白塔,历史建筑;333条点评
北京千灯夜;回龙观/天通苑地区·距市中心19.8km;#;4.9;#;夜游观景;93条点评
北京西山国家森林公园;香山/八大处风景区·距市中心19.9km;#;4.9;北京夜游必打卡景点榜 No.17;满目金沙碧树,避暑纳凉;1362条点评
北京平谷金海湖;平谷万达广场/世纪广场·距市中心82.4km;4A;4.9;北京玩水避暑榜 No.11;有丰富多彩的水上项目,避暑纳凉;1913条点评
首钢一高炉·SoReal科幻乐园;公主坟/五棵松/石景山游乐园地区·距市中心21.4km;#;4.9;#;主题乐园&游乐场;13条点评
北京 · 赵传2025《给所有知道我名字的人》巡回演唱会;鸟巢/奥体中心地区·距市中心10.3km;#;4.8;#;演唱会;#
怀北国际滑雪场;雁栖湖/红螺寺地区·距市中心64.1km;#;4.8;#;可领略长城之美的滑雪场,遛娃宝藏地;1352条点评
北京 · MC法老 2025《生于未来》巡回演唱会;西直门/北京展览馆地区·距市中心7.9km;#;5.2;#;演唱会;#
北京 · 傅菁2025《 GO FOR YOU》 巡回演唱会;距市中心9.2km;#;4.8;#;演唱会;#
神话秀《金面王朝》;欢乐谷游乐区·距市中心8.8km;#;4.8;#;旷世的浪漫爱情故事,演出;344条点评
红砖美术馆;首都机场/新国展地区·距市中心17.4km;#;4.8;#;美术爱好者不容错过,公园&植物园;240条点评
八达岭滑雪场;八达岭长城/野生动物园地区·距市中心62.4km;#;4.8;#;适合初学者的京郊滑雪场,主题乐园&游乐场;231条点评
国宝级文物惊艳聚集年度必看《观妙入真》永乐宫文物精粹暨数字艺术大展;西直门/北京展览馆地区·距市中心8.4km;#;4.8;#;特色展馆;#
长安街;天安门/王府井地区·距市中心452m;#;4.8;#;中国重要的街道之一,城市漫步;391条点评
中国工艺美术馆;鸟巢/奥体中心地区·距市中心11.1km;#;4.8;#;特色展馆;16条点评
什刹海冰场;后海/南锣鼓巷地区·距市中心3.8km;#;4.8;#;夜游观景;246条点评
清华园;中关村/五道口·距市中心12.9km;#;4.8;#;历史建筑;5条点评
水关长城;八达岭长城/野生动物园地区·距市中心57.7km;4A;4.7;#;十分清净的长城景区,历史建筑;590条点评
北京 · 【三里屯】 “爱乐之城”——《我心永恒》《一步之遥》经典电影音乐作品音乐会;距市中心5.0km;#;4.8;#;音乐会;#
北京 · 泱泱国风·舞动经典：杨丽萍2022版舞剧《孔雀》;距市中心1.5km;#;4.8;#;舞蹈舞剧;#
霸天虎过山车;环球影城度假区及周边·距市中心23.9km;#;4.7;#;#;3条点评
春晖园温泉;顺义温泉休闲区·距市中心26.2km;#;4.7;北京温泉景点榜 No.2;泡汤泉品地道川菜,泡温泉;2506条点评
百里山水画廊;八达岭长城/野生动物园地区·距市中心85.2km;4A;4.7;#;京郊自驾出游的好去处,避暑纳凉;406条点评
北京延庆奥林匹克园区;国家高山滑雪中心/世园国际旅游度假区·距市中心86.7km;#;4.7;#;度假村;143条点评
北京 · 法语原版音乐剧《巴黎圣母院》;前门/天坛公园/崇文门·距市中心2.6km;#;4.7;#;演出;#
华熙Live·五棵松;公主坟/五棵松/石景山游乐园地区·距市中心10.9km;#;4.7;#;大型体育赛事举办场馆,夜游观景;258条点评
圜丘;前门/天坛公园/崇文门·距市中心3.1km;#;4.7;#;历史建筑;89条点评
打卡影视里的北京;北京·中国;#;4.7;#;#;#
中央礼品文物管理中心;前门/天坛公园/崇文门·距市中心764m;#;4.7;#;特色展馆;26条点评
北京 · 磁场喜剧x南锣鼓巷｜爆笑脱口秀;后海/南锣鼓巷地区·距市中心3.4km;#;4.7;#;演出;#
梵高星空艺术馆(北京旗舰店);前门/天坛公园/崇文门·距市中心1.2km;#;4.7;#;欣赏梵高的名画,夜游观景;205条点评
北京 · 三里屯脱口秀【大笑喜剧】｜天天｜综艺卡司｜吐槽爆笑大会;距市中心5.0km;#;4.7;#;演出;#
2025 WTT中国大满贯;公主坟/五棵松/石景山游乐园地区·距市中心20.2km;#;4.7;#;赛事;#
