景点名称;地点;景点级别;热度;口碑;标签;评论
普宁寺;承德 · 避暑山庄/外八庙区;5A;6.6;承德必打卡景点榜 No.8;千手千眼观音像高大庄严,历史建筑;1947条点评
北戴河欢乐湾;秦皇岛 · 东海滩/碧螺塔公园;#;6.6;河北夜游必打卡景点榜 No.8;欣赏北戴河美景,避暑纳凉;1317条点评
太舞滑雪小镇;张家口 · 太舞小镇/万龙雪场;4A;6.6;2025亚洲50滑雪景点;雪国童话度假小镇,度假村;1604条点评
邯郸方特国色春秋;磁县;#;6.5;河北亲子景点榜 No.19;以邯郸历史文化为主的乐园,遛娃宝藏地;1261条点评
神仙谷七彩森林;丰宁;4A;6.4;承德必打卡景点榜 No.9;观赏自然美景感受满族文化,自然山水;386条点评
清东陵;遵化;5A;6.4;唐山必打卡景点榜 No.2;皇陵建筑群,遛娃宝藏地;2191条点评
木兰围场;围场 · 塞罕坝度假区;#;6.4;承德必打卡景点榜 No.10;清朝历代的皇家狩猎场,避暑纳凉;668条点评
御道口草原森林风景区;围场;4A;6.4;承德亲子景点榜 No.5;来到草原骑马欣赏美景,草原采风;298条点评
新澳海底世界;秦皇岛 · 大学城周边/金梦海湾商圈;4A;6.3;#;带你探寻海洋世界的奥秘,亲近动物;3251条点评
易水湖景区;易县;4A;6.3;保定玩水避暑榜 No.1;享受湖上清风品尝湖边美食,遛娃宝藏地;3199条点评
万龙滑雪场;张家口 · 太舞小镇/万龙雪场;4A;6.3;2025亚洲50滑雪景点;粉雪天堂,遛娃宝藏地;873条点评
万龙度假天堂;张家口 · 太舞小镇/万龙雪场;4A;6.3;#;中国的粉雪天堂,户外滑雪;8条点评
白石山世界地质公园;涞源;5A;6.2;涞源玩水避暑榜 No.1;体验悬空玻璃栈道,避暑纳凉;5594条点评
京娘湖;武安;4A;6.2;武安玩水避暑榜 No.1;赤红崖壁环绕碧绿湖水,避暑纳凉;1617条点评
人头墩湿地景区;丰宁;#;6.2;承德必打卡景点榜 No.11;天然氧吧,自然山水;830条点评
秦皇岛看日出;秦皇岛·河北;#;6.2;秦皇岛特色体验榜 No.1;捕捉令人惊叹的美景;#
抱犊寨;石家庄 · 抱犊寨/动物园;4A;6.1;石家庄必打卡景点榜 No.5;山势陡峻的军事山寨,登高爬山;1313条点评
东太行景区;武安;4A;6.1;邯郸亲子景点榜 No.4;因所处太行山东麓而得名,登高爬山;500条点评
寻仙2号游船;秦皇岛 · 东海滩/碧螺塔公园;#;6.1;秦皇岛必打卡景点榜 No.6;夜游观景;215条点评
塞罕坝国家森林公园;围场 · 塞罕坝度假区;4A;6.1;围场玩水避暑榜 No.1;景色壮美的草原与森林,避暑纳凉;606条点评
石家庄 · 李荣浩《黑马》世界巡回演唱会;正定;#;6.0;#;演唱会;#
张北坝上草原;张北;#;6.0;张家口必打卡景点榜 No.2;蓝天白云草地和羊群的诱惑,避暑纳凉;702条点评
中都原始草原度假村;张北;4A;6.0;#;骑马穿蒙古族服装拍照,度假村;262条点评
赵州桥;赵县;4A;6.0;石家庄必打卡景点榜 No.6;单孔坦弧敞肩石拱桥典范,历史建筑;1785条点评
荣国府与宁荣街;正定 · 正定古城/隆兴寺;#;5.9;石家庄亲子景点榜 No.6;老版《红楼梦》取景地,历史建筑;1250条点评
漫山花溪谷;灵寿;#;5.9;石家庄玩水避暑榜 No.1;上百种花卉竞相开放,避暑纳凉;1207条点评
大境门景区;张家口 · 长途汽车站/环城高速区;4A;5.9;张家口亲子景点榜 No.2;历史建筑;179条点评
赵云庙;正定 · 正定古城/隆兴寺;#;5.9;石家庄必打卡景点榜 No.8;历史建筑;460条点评
吴桥杂技大世界;吴桥;4A;5.9;沧州必打卡景点榜 No.1;观赏传统杂技表演,遛娃宝藏地;1333条点评
角山长城;秦皇岛;4A;5.9;秦皇岛亲子景点榜 No.9;万里长城第一山,避暑纳凉;710条点评
古莲花池;保定 · 保定火车站/华创广场/总督署;#;5.8;保定必打卡景点榜 No.4;荷花飘香的古典诗意园林,避暑纳凉;720条点评
清西陵;易县;5A;5.8;保定必打卡景点榜 No.5;参观光绪皇帝崇陵地宫,历史建筑;1307条点评
多玛乐园;唐山;4A;5.8;唐山玩水避暑榜 No.1;独特的渔文化主题乐园,遛娃宝藏地;826条点评
石家庄市动物园;石家庄 · 抱犊寨/动物园;#;5.8;石家庄必打卡景点榜 No.9;观赏珍禽异兽的好地方,亲近动物;3202条点评
雄安印象;容城;#;5.8;保定必打卡景点榜 No.6;特色展馆;316条点评
苍岩山风景区;井陉;4A;5.8;石家庄必打卡景点榜 No.10;内有众多的寺院,登高爬山;490条点评
磬锤峰国家森林公园;承德 · 避暑山庄/外八庙区;4A;5.8;承德必打卡景点榜 No.12;拍摄造型奇特的石柱,避暑纳凉;679条点评
太行五指山景区;涉县;4A;5.7;涉县玩水避暑榜 No.1;山体像一座仰卧的大佛,遛娃宝藏地;319条点评
南戴河国际娱乐中心;秦皇岛;4A;5.7;秦皇岛必打卡景点榜 No.7;玩到嗨的海边游乐园区,度假村;1129条点评
天河山;邢台;4A;5.7;邢台玩水避暑榜 No.1;以牛郎织女为主题的风景,避暑纳凉;593条点评
库伦淖尔旅游度假区;沽源;4A;5.7;张家口亲子景点榜 No.3;去草原湖泊拍摄天鹅吧,避暑纳凉;278条点评
浪淘沙号游船;秦皇岛 · 东海滩/碧螺塔公园;#;5.7;秦皇岛必打卡景点榜 No.8;#;207条点评
寻仙1号游船;秦皇岛 · 秦皇岛西港花园;#;5.7;#;#;244条点评
密苑云顶乐园;张家口 · 太舞小镇/万龙雪场;4A;5.7;2025亚洲50滑雪景点;雪道众多的滑雪胜地,遛娃宝藏地;469条点评
野三坡;涞水;5A;5.6;涞水玩水避暑榜 No.1;京郊山水胜地,清凉漂流;1070条点评
白洋淀风景区;安新;5A;5.6;安新玩水避暑榜 No.1;避暑纳凉;#
山海关古城景区;秦皇岛 · 山海关站商圈;#;5.6;#;天下雄关之一,古镇古村;236条点评
秦皇岛赶海;秦皇岛·河北;#;5.6;秦皇岛特色体验榜 No.2;寻找各种海洋生物;#
白鹿温泉;平山;#;5.6;平山玩水避暑榜 No.1;著名高品质温泉度假景区,遛娃宝藏地;1283条点评
西柏坡景区;平山;5A;#;石家庄必打卡景点榜 No.12;历史建筑;#
邯郸市博物馆;邯郸 · 美乐城/市博物馆;#;5.6;邯郸亲子景点榜 No.5;观文物，了解邯郸文明史,博物馆;184条点评
北戴河集发梦想王国;秦皇岛 · 海滨公园/热带植物园;4A;5.5;秦皇岛亲子景点榜 No.12;高科技农业观光园,遛娃宝藏地;1082条点评
富龙滑雪场;张家口 · 崇礼城区;4A;5.5;2025中国50滑雪景点;游玩项目众多的滑雪胜地,户外滑雪;307条点评
公主号游船;秦皇岛 · 秦皇岛西港花园;#;5.5;秦皇岛必打卡景点榜 No.9;从秦皇岛登船的海上观光游,乘船游览;182条点评
富龙四季小镇;张家口 · 崇礼城区;#;5.4;张家口亲子景点榜 No.5;地标观景;46条点评
大洼村;涉县;#;5.4;#;避暑纳凉;10条点评
七步沟景区;武安;4A;5.4;武安玩水避暑榜 No.2;遍布湖水瀑布与奇峰怪石,避暑纳凉;576条点评
草原天路;张北;#;5.4;张北玩水避暑榜 No.1;有风车草原梯田等多种美景,遛娃宝藏地;1723条点评
暖泉古镇;蔚县;#;5.4;张家口亲子景点榜 No.6;悠闲古镇中看打树花表演,古镇古村;841条点评
石家庄 · 2025张韶涵「觅光」世界巡回演唱会-石家庄站;石家庄;#;5.4;#;演唱会;#
石家庄海洋公园;石家庄 · 新百广场/万象城;#;5.4;石家庄必打卡景点榜 No.13;欣赏多姿多彩的海洋生物,亲近动物;1048条点评
天梯山景区;邢台;4A;5.4;#;地貌险峻，吊桥惊险刺激,避暑纳凉;403条点评
鸡鸣驿古城;怀来;#;5.4;怀来必打卡景点榜 No.1;漫步在古色古香的驿站古城,古镇古村;1018条点评
须弥福寿之庙;承德 · 避暑山庄/外八庙区;5A;5.4;#;仿造西藏扎什伦布寺修建,历史建筑;341条点评
沧州 · 2025夫来音乐生活节;沧州;#;5.3;#;音乐节;#
唐山南湖开滦旅游景区;唐山 · 唐山宴/南湖度假区;5A;5.3;唐山玩水避暑榜 No.3;遛娃宝藏地;226条点评
求仙6号游船;秦皇岛 · 山海关老龙头度假区;#;5.3;秦皇岛必打卡景点榜 No.10;#;243条点评
石家庄市毗卢寺博物院;石家庄 · 河北经贸大学/河北政法职业学院;#;5.3;石家庄必打卡景点榜 No.14;在寺中观赏明代的精美壁画,历史建筑;96条点评
九龙潭自然风景区;兴隆;#;5.2;兴隆玩水避暑榜 No.1;百米崖壁陡峭，潭水幽深,避暑纳凉;152条点评
黄金海岸风景区;昌黎 · 昌黎黄金海岸风景区;#;5.3;昌黎玩水避暑榜 No.2;体验刺激的滑沙项目,海滨玩水;426条点评
圣蓝海洋公园;昌黎 · 阿那亚黄金海岸社区;#;5.3;#;特色亲子主题海洋公园,海滨玩水;1180条点评
邢台大峡谷;邢台;4A;5.3;邢台亲子景点榜 No.2;峡谷幽深壮观非常适合摄影,清凉漂流;293条点评
贝壳王国;秦皇岛 · 南戴河仙螺岛度假区;#;5.3;秦皇岛必打卡景点榜 No.12;陈列着五彩斑斓的珍稀贝壳,展馆展览;212条点评
滦河神韵;沽源;4A;5.2;张家口亲子景点榜 No.8;摄影游玩的好去处,避暑纳凉;231条点评
赤水湾古镇;涉县;#;5.2;邯郸亲子景点榜 No.7;夜游观景;80条点评
老虎石海上公园;秦皇岛 · 中海滩/老虎石公园;#;5.2;秦皇岛亲子景点榜 No.18;当地知名的海滨娱乐公园,海滨玩水;1364条点评
西港花园;秦皇岛 · 秦皇岛西港花园;#;5.2;秦皇岛玩水避暑榜 No.8;拍照胜地，由旧港区改造,避暑纳凉;28条点评
冰塘峪;秦皇岛;4A;5.2;秦皇岛玩水避暑榜 No.7;秀丽的峡谷内冬暖夏凉,避暑纳凉;666条点评
秦皇求仙入海处;秦皇岛 · 秦皇岛西港花园;4A;5.2;#;相传是徐福出海求仙之地,海滩&岛屿;1575条点评
碧螺塔;秦皇岛 · 东海滩/碧螺塔公园;#;5.2;河北夜游必打卡景点榜 No.10;仿海螺形状建造的观光塔,地标观景;249条点评
翠云山国际旅游度假区;张家口 · 崇礼城区;#;5.2;张家口玩水避暑榜 No.3;走近北国的林海雪原,避暑纳凉;224条点评
翠云山银河滑雪场;张家口 · 崇礼城区;#;5.2;张家口必打卡景点榜 No.10;走进北国的林海雪原,遛娃宝藏地;185条点评
百里峡;涞水;#;5.2;保定亲子景点榜 No.6;壮观陡峭的峡谷景观,避暑纳凉;2587条点评
阿那亚礼堂;昌黎 · 阿那亚黄金海岸社区;#;5.1;#;沙滩上的白色教堂,夜游观景;109条点评
张北 · 张北草原音乐节;张北;#;5.2;#;音乐节;#
大名府;大名;#;5.1;邯郸亲子景点榜 No.8;见证了历史的沧桑巨变,历史建筑;28条点评
汤泉宫温泉度假村;遵化;#;5.1;河北温泉景点榜 No.2;种类繁多的汤池等你来泡,度假村;476条点评
联峰山;秦皇岛;4A;5.1;北戴河亲子景点榜 No.8;登上主峰山顶俯瞰海景,避暑纳凉;765条点评
千松坝国家森林公园;丰宁;#;5.1;承德亲子景点榜 No.9;草原上的森林风景,避暑纳凉;660条点评
坝上草原大汗行宫旅游景区;丰宁;4A;5.1;#;云中宫殿，梦里草原,历史建筑;367条点评
怀来 · 2025MTA天漠音乐节;怀来;#;5.1;#;音乐节;#
邯郸 · 2025小沈阳“你们的”全国巡回演唱会;邯郸 · 邯郸东站/万象汇;#;5.1;#;演唱会;#
开滦国家矿山公园;唐山 · 万达商圈;4A;5.0;唐山必打卡景点榜 No.6;以煤矿文化为主的主题公园,展馆展览;795条点评
山海关王家大院;秦皇岛 · 山海关站商圈;#;5.0;#;有精美雕刻的古老晋商宅院,历史建筑;197条点评
石家庄 · 2025石家庄新青年音乐节;石家庄 · 长安万达/省儿童医院;#;5.0;#;音乐节;#
月岛;乐亭;4A;5.0;乐亭玩水避暑榜 No.1;渤海湾中的美丽海岛,海滨玩水;1281条点评
唐山旅游岛;乐亭;#;5.0;#;野生树种遍布全岛,海滨玩水;63条点评
天女小镇;秦皇岛;#;5.0;#;欣赏独特的少数民族建筑;225条点评
狼牙山;易县;4A;5.0;保定必打卡景点榜 No.9;了解五烈士的革命事迹,登高爬山;#
大型室内史诗演出《长城》;秦皇岛 · 山海关站商圈;#;5.0;#;演出;46条点评
野三坡清泉山风景区;涞水;#;5.0;#;因瀑布雄伟，植被茂密出名,避暑纳凉;70条点评
兴隆山景区;兴隆;4A;4.9;兴隆玩水避暑榜 No.3;秀美山水和静谧村落相融,避暑纳凉;408条点评
清风峡风景区;平山;#;4.9;#;山青水碧，探秘原始村落,避暑纳凉;32条点评
昌黎国际滑沙中心;昌黎 · 阿那亚黄金海岸社区;4A;4.9;#;以沙滩和大海为主题的乐园,主题乐园&游乐场;310条点评
燕塞湖鸟语林;秦皇岛;#;4.9;#;北国小江南,避暑纳凉;564条点评
远洋蔚蓝海岸;秦皇岛 · 蔚蓝海岸国际度假区;#;4.9;秦皇岛玩水避暑榜 No.9;度假村;80条点评
嶂石岩;赞皇;4A;4.9;赞皇玩水避暑榜 No.1;竖直的峭壁与石柱非常壮观,避暑纳凉;246条点评
淮军公所;保定 · 保定火车站/华创广场/总督署;#;4.9;#;历史建筑;112条点评
兴隆县红河漂流;兴隆;#;5.0;兴隆玩水避暑榜 No.2;凌波逐浪惊险刺激,清凉漂流;313条点评
孤独图书馆;昌黎 · 阿那亚黄金海岸社区;#;4.9;#;邻近海边，简约建筑风格;113条点评
丛台公园;邯郸 · 邯郸道/新世纪中心;4A;4.8;#;古城内环境优美的市民公园,夜游观景;579条点评
唐山 · “不如见一面”海来阿木2025演唱会-唐山站;唐山 · 唐山宴/南湖度假区;#;4.8;#;演唱会;#
西部长青;石家庄 · 西部长青/龙泉古镇;#;4.8;石家庄玩水避暑榜 No.4;感受田园风光,度假村;82条点评
德明古镇;石家庄 · 西部长青/龙泉古镇;#;4.8;#;观古朴建筑，赏元曲文化,夜游观景;106条点评
普乐寺;承德 · 避暑山庄/外八庙区;5A;4.8;#;外型类似北京天坛祈年殿,历史建筑;107条点评
闪电湖京北湿地草原;沽源;#;4.8;沽源玩水避暑榜 No.1;在美丽的湖边骑马看日落,避暑纳凉;453条点评
闪电河国家湿地公园;沽源;#;4.8;#;自然山水;#
邺城考古博物馆;临漳;#;4.8;#;博物馆;10条点评
南响堂寺;邯郸;#;4.8;#;历史建筑;50条点评
秦皇岛冲沙越野;秦皇岛·河北;#;4.8;秦皇岛特色体验榜 No.3;#;#
河北赏云海;武安·邯郸;#;4.8;#;#;#
隆承国际马戏大剧院;承德;#;4.8;#;遛娃宝藏地;222条点评
野狐岭要塞旅游区;张北;#;4.8;#;军事爱好者之地,遛娃宝藏地;554条点评
阿尔卡迪亚滨海度假酒店荣和心苑温泉;昌黎 · 阿那亚黄金海岸社区;#;4.7;昌黎玩水避暑榜 No.3;热带雨林一样的室内环境,遛娃宝藏地;685条点评
崆山白云洞;临城;4A;4.7;临城玩水避暑榜 No.1;陶醉在溶洞内的奇幻景色中,避暑纳凉;565条点评
阿那亚·黄金海岸社区;昌黎 · 阿那亚黄金海岸社区;#;4.7;#;海滩&岛屿;6条点评
邯郸朱山乐园;邯郸;#;4.7;邯郸玩水避暑榜 No.4;感受千年摩崖石刻文化,历史建筑;490条点评
孟姜女庙;秦皇岛;5A;4.7;#;纪念《孟姜女哭长城》所建庙宇;327条点评
避暑山庄博物馆;承德 · 避暑山庄/外八庙区;#;4.7;#;清代宫廷改建而成的博物馆,博物馆;100条点评
圣托里尼·蓝顶海景温泉;秦皇岛 · 秦皇岛西港花园;#;4.7;河北温泉景点榜 No.4;泡温泉;25条点评
北朝考古博物馆;磁县;#;4.7;#;博物馆;11条点评
平山泡温泉;平山·石家庄;#;4.7;石家庄特色体验榜 No.1;#;#
阿那亚崇礼拾雪川滑雪场;张家口 · 崇礼城区;#;4.7;#;享受低密度的畅滑体验,户外滑雪;17条点评
滦州古城;滦州;4A;4.7;滦州玩水避暑榜 No.1;感受华北古镇的热闹气氛,夜游观景;1130条点评
河间府署;河间;4A;4.7;#;始建于北宋的古代府衙,历史建筑;332条点评
中国古动物馆（保定自然博物馆）;保定 · 保定东站/河大新区/保定学院;#;4.7;#;博物馆;25条点评
天生桥风景区;阜平;4A;4.7;阜平玩水避暑榜 No.1;茂密森林中的天生石桥,避暑纳凉;398条点评
衡水湖旅游景区;衡水 · 衡水湖/园博园;#;4.7;衡水玩水避暑榜 No.1;漫步湖心小岛,自然山水;736条点评
双塔山;承德 · 双塔山森林公园;4A;4.7;#;陡峭的峰顶上各有一座砖塔,遛娃宝藏地;348条点评
古武当山;武安;4A;4.7;#;邯郸附近的道教名山,历史建筑;67条点评
荷花大观园;安新;#;4.7;#;观赏上百种盛开的荷花,避暑纳凉;554条点评
衡水野生动物园;武邑;#;4.6;#;近距离观赏野生动物,亲近动物;339条点评
秦皇岛 · 《海边的欧律狄刻》阿那亚戏剧节特邀剧目;昌黎;#;4.6;#;演出;#
金梦海湾浴场;秦皇岛 · 大学城周边/金梦海湾商圈;#;4.6;#;海滩&岛屿;8条点评
定州博物馆;定州;#;4.6;#;观定州跨越千年的发展变化,博物馆;73条点评
老龙头码头游船;秦皇岛 · 山海关老龙头度假区;#;4.6;#;海滨玩水;24条点评
承德博物馆;承德 · 避暑山庄/外八庙区;#;4.6;#;博物馆;38条点评
玉皇阁;蔚县;#;4.6;#;始建于明洪武十年,历史建筑;139条点评
北岳庙;曲阳;4A;4.6;#;古老的碑刻与壁画值得品味,历史建筑;212条点评
邢台峡谷漂流;邢台;#;4.6;邢台玩水避暑榜 No.2;欣赏两岸的奇花异草,清凉漂流;60条点评
回车巷遗址;邯郸 · 邯郸道/新世纪中心;#;4.4;#;因蔺相如回车的故事而得名,历史建筑;104条点评
魁星楼;承德 · 承德火车站区;#;4.6;#;历史建筑;152条点评
国安第一城;香河;4A;4.6;#;《铁齿铜牙纪晓岚》拍摄地,度假村;804条点评
怪楼奇园;秦皇岛 · 怪楼奇缘;#;4.5;#;里外暗道相通的古堡式建筑,避暑纳凉;775条点评
石家庄极地海洋世界;石家庄 · 抱犊寨/动物园;#;4.5;#;建筑造型独特，梦幻壮观,遛娃宝藏地;275条点评
沕沕水生态风景区;平山;4A;4.5;平山玩水避暑榜 No.3;山清水秀的自然风景区,避暑纳凉;490条点评
秦皇岛冲浪;秦皇岛·河北;#;4.5;秦皇岛特色体验榜 No.4;#;#
大好河山;张家口 · 长途汽车站/环城高速区;4A;4.5;#;古城门是张家口的标志,历史建筑;450条点评
唐山饮食文化博物馆;唐山 · 唐山宴/南湖度假区;#;4.5;#;博物馆;13条点评
唐山地震遗址纪念公园;唐山 · 唐山宴/南湖度假区;#;4.5;#;纪念那段历史缅怀生命,公园&植物园;#
开元寺;正定 · 正定古城/隆兴寺;#;4.6;#;历史建筑;36条点评
承德骑马;围场·承德;#;4.5;#;#;#
石家庄 · Standby小鹿脱口秀专场《我的中女时代》;石家庄 · 新百广场/万象城;#;4.5;#;演出;#
开元寺塔;定州;#;4.5;#;独特的八角形阁楼建筑,历史建筑;217条点评
驼梁风景区;平山;4A;4.5;平山玩水避暑榜 No.2;在峡谷森林间登山漫步,避暑纳凉;506条点评
碣石山景区;昌黎;#;4.5;#;曹操的《观沧海》在此创作,历史建筑;124条点评
渔岛菲奢尔海景温泉;昌黎;#;4.5;河北温泉景点榜 No.5;让心灵度假，让自然回归,遛娃宝藏地;380条点评
磁州水墨园;磁县;#;4.5;#;园林花园;49条点评
北国水世界;石家庄;#;4.5;#;异域风情与自然风光相结合,遛娃宝藏地;105条点评
张家口滑雪;张家口·河北;#;4.3;#;提供舒适的滑行体验;#
正定古城墙;正定 · 正定古城/隆兴寺;#;4.5;#;观赏气势恢宏的古老城墙,历史建筑;265条点评
弘济桥;邯郸;#;4.5;#;全石块砌成古桥，雕刻精美,历史建筑;57条点评
冉庄地道战遗址;保定;#;4.5;#;展现抗战人民的智慧,博物馆&展馆;#
蔚州古城景区;蔚县;#;4.4;#;远离喧嚣走进千年古城,古镇古村;196条点评
石家庄植物园;石家庄 · 抱犊寨/动物园;#;4.4;#;多功能现代化的植物园,遛娃宝藏地;419条点评
皮影主题乐园;唐山 · 唐山宴/南湖度假区;#;4.4;#;舞动的皮影，行进的唐山,遛娃宝藏地;227条点评
桑干河大峡谷旅游区;张家口;4A;4.4;张家口玩水避暑榜 No.5;观峡谷瀑布，赏石窟庙宇,避暑纳凉;217条点评
全景秦皇岛海上游船;秦皇岛 · 东海滩/碧螺塔公园;#;4.4;#;乘船游览;31条点评
扁鹊庙;内丘;4A;4.4;#;纪念神医扁鹊的庙宇,历史建筑;102条点评
大慈阁;保定 · 保定火车站/华创广场/总督署;#;4.4;#;历史建筑;153条点评
御道口牧场月亮湖风景区;围场 · 塞罕坝度假区;#;4.4;#;自然山水;97条点评
张北中都草原;张北;#;4.4;#;壮阔优美，原皇室避暑地,避暑纳凉;373条点评
沧州园博园;沧州;#;4.4;#;有13个城市展园区,园林花园;38条点评
龙井关漂流;迁西;#;4.4;迁西玩水避暑榜 No.1;体验地下隧道漂流的野趣,清凉漂流;201条点评
河北省地质博物馆;石家庄 · 西王客运站/白求恩和平医院;#;4.4;#;博物馆;78条点评
秦皇岛 · 《唐璜》阿那亚戏剧节特邀剧目;昌黎 · 阿那亚黄金海岸社区;#;4.4;#;演出;#
正定佛教文化体验;正定·石家庄;#;4.0;石家庄特色体验榜 No.2;#;#
秦皇小巷;秦皇岛 · 大学城周边/金梦海湾商圈;#;4.4;#;城市漫步;11条点评
天山海世界;石家庄 · 白佛客运站/石家庄东站/天山海世界;4A;4.4;石家庄玩水避暑榜 No.6;超大型室内水上娱乐中心,清凉漂流;867条点评
秦皇岛观鸟;秦皇岛·河北;#;4.3;秦皇岛特色体验榜 No.6;观鸟的理想场地;#
南响堂石窟;邯郸;#;4.4;#;历史建筑;15条点评
红崖谷景区;平山;#;4.4;#;登高爬山;16条点评
学步桥;邯郸 · 邯郸道/新世纪中心;#;4.4;#;因“邯郸学步”而闻名,地标观景;128条点评
云梦山风景区;邢台;4A;4.4;邢台玩水避暑榜 No.4;传说是春秋鬼谷子的修行地,避暑纳凉;433条点评
长寿山;秦皇岛;4A;4.4;#;适合登山休闲的清秀小山,避暑纳凉;70条点评
恋乡太行水镇;易县;4A;4.3;易县玩水避暑榜 No.2;易水畔美好生活小镇,避暑纳凉;447条点评
西部长青温泉谷;石家庄 · 西部长青/龙泉古镇;#;4.3;石家庄温泉景点榜 No.2;共有五十六个泡池,泡温泉;90条点评
北戴河夏日避暑胜地;秦皇岛;#;4.3;秦皇岛玩水避暑榜 No.10;避暑纳凉;18条点评
广惠寺华塔;正定 · 正定古城/隆兴寺;#;4.4;#;造型精巧华丽的古老宝塔,历史建筑;239条点评
邢台海洋乐园;邢台;#;4.3;#;主题乐园&游乐场;37条点评
