景点名称;地点;景点级别;热度;口碑;标签;评论
崆峒山;平凉;5A;6.8;甘肃亲子景点榜 No.14;俊秀山间有众多古刹道观,避暑纳凉;1954条点评
兰州黄河游轮;兰州 · 黄河铁桥/西关;#;6.8;甘肃夜游必打卡景点榜 No.3;乘坐游船荡漾在母亲河上,夜游观景;347条点评
敦煌骑骆驼;敦煌·酒泉;#;6.8;#;骑骆驼观赏丝绸古道;#
嘉峪关方特丝路神画;嘉峪关;#;6.8;甘肃亲子景点榜 No.16;惊喜开园，欢乐再升级！,遛娃宝藏地;1953条点评
嘉峪关方特欢乐世界;嘉峪关 · 方特欢乐世界;4A;6.7;甘肃亲子景点榜 No.17;高科技主题公园,遛娃宝藏地;2852条点评
祁连山冰沟河景区;天祝;4A;6.7;武威玩水避暑榜 No.1;雪山天池为依托，藏文化浓,避暑纳凉;223条点评
阿克塞博罗转井影视基地;阿克塞;4A;6.6;酒泉亲子景点榜 No.4;历史建筑;312条点评
《乐动敦煌》沉浸体验剧;敦煌 · 敦煌机场/敦煌火车站;#;6.6;敦煌必打卡景点榜 No.8;演出;272条点评
黄河石林国家地质公园;景泰;4A;6.6;白银玩水避暑榜 No.1;地貌独特，石林规模宏大,避暑纳凉;753条点评
拉卜楞寺;夏河;4A;6.5;甘南必打卡景点榜 No.2;超长转经长廊世界罕见,遛娃宝藏地;856条点评
敦煌古城;敦煌;#;6.5;#;《封神演义》取景地,影视基地;1044条点评
甘加秘境;夏河;#;6.4;#;遛娃宝藏地;98条点评
麦积山温泉;天水;#;6.3;2025中国50温泉景点;室内温泉馆展现热带风情,遛娃宝藏地;808条点评
黄河铁桥;兰州 · 黄河铁桥/西关;#;6.3;兰州必打卡景点榜 No.5;兰州市的标志性建筑,地标观景;3462条点评
敦煌看日落;敦煌·酒泉;#;6.3;#;#;#
兰州野生动物园;皋兰;#;6.3;兰州亲子景点榜 No.5;动物园&水族馆;377条点评
兰州极地海洋世界;兰州 · 兰州西站/中天健广场;#;6.2;兰州亲子景点榜 No.6;观赏各种海洋极地动物,亲近动物;1397条点评
兰州老街;兰州 · 奥体中心/兰州老街;#;6.2;甘肃夜游必打卡景点榜 No.5;避暑纳凉;300条点评
敦煌看日出;敦煌·酒泉;#;6.2;#;#;#
文县天池国家森林公园;文县;4A;6.2;陇南玩水避暑榜 No.2;可近距离观赏火山地震遗迹,登高爬山;158条点评
兰州 · 汪苏泷2025《十万伏特2.0》巡回演唱会;兰州 · 奥体中心/兰州老街;#;6.2;#;演唱会;#
金塔胡杨林;金塔;4A;6.1;2025中国50赏秋景点;秋日里金色胡杨美如画,遛娃宝藏地;1110条点评
万象洞风景名胜区;陇南;4A;6.1;陇南玩水避暑榜 No.3;钟乳石造型各异，色彩斑斓,自然山水;357条点评
白塔山公园;兰州 · 黄河铁桥/西关;#;6.1;兰州亲子景点榜 No.8;登上山顶俯瞰兰州全景,避暑纳凉;1101条点评
榆林窟;瓜州;#;6.1;酒泉亲子景点榜 No.7;欣赏精美的壁画,历史建筑;306条点评
敦煌鸣沙山沙漠露营越野基地(鸣漠野奢);敦煌 · 鸣沙山月牙泉景区;#;6.1;敦煌夜游必打卡景点榜 No.3;远离城市喧嚣拥抱浩瀚星空,露营·营地;1167条点评
冰沟丹霞景区;肃南;4A;6.1;张掖必打卡景点榜 No.5;欣赏风格迥异的丹霞地貌,遛娃宝藏地;1011条点评
敦煌丝路遗产城;敦煌;#;6.1;敦煌必打卡景点榜 No.9;#;33条点评
山丹皇家军马场景区;山丹;#;6.0;张掖亲子景点榜 No.3;体验草原上策马奔腾的感觉,草原采风;204条点评
天梯山石窟;武威;4A;6.0;武威必打卡景点榜 No.2;欣赏精美的大幅壁画,历史建筑;134条点评
大地之子;瓜州;#;5.9;酒泉亲子景点榜 No.9;地标观景;36条点评
长城第一墩;嘉峪关;#;5.9;#;自然景致壮观,历史建筑;580条点评
敦煌露营;敦煌·酒泉;#;5.9;#;营地夜赏星空;#
敦煌滑沙;敦煌·酒泉;#;5.9;#;#;#
武威文庙;武威 · 武威步行街/文庙;4A;5.9;武威亲子景点榜 No.2;建有状元桥,历史建筑;355条点评
月牙泉小镇;敦煌 · 鸣沙山月牙泉景区;#;5.8;敦煌必打卡景点榜 No.11;充满地域特色的古汉式小镇,地标观景;1012条点评
鸣沙山;敦煌;#;5.8;敦煌亲子景点榜 No.7;滑沙时会有咚咚的响声,沙漠戈壁;179条点评
《敦煌盛典》演出;敦煌 · 鸣沙山月牙泉景区;#;5.9;敦煌必打卡景点榜 No.10;大漠星空震撼实景、重回盛世丝路敦煌,遛娃宝藏地;1568条点评
天水古城;天水 · 天水古城/兰天城市广场;#;5.8;天水必打卡景点榜 No.4;历史建筑;90条点评
兴隆山自然保护区;榆中;4A;5.8;兰州玩水避暑榜 No.1;游山访古冬季还能滑雪,避暑纳凉;383条点评
扁都口生态休闲旅游区;山丹;4A;5.8;山丹玩水避暑榜 No.1;祁连山中赏花避暑的好地方,度假村;151条点评
巴尔斯雪山;肃南;#;5.8;张掖必打卡景点榜 No.8;雪山、冰川、湖泊美不胜收,登高爬山;51条点评
敦煌越野车体验;敦煌·酒泉;#;5.7;#;#;#
黄河母亲像;兰州 · 小西湖/文化宫;#;5.7;甘肃夜游必打卡景点榜 No.7;兰州市的标志性雕塑,地标观景;660条点评
桑科草原;夏河;#;5.7;甘南亲子景点榜 No.2;体验藏家传统民俗活动,草原采风;386条点评
张掖外星谷景区;肃南;#;5.7;张掖亲子景点榜 No.5;自然山水;79条点评
黄洮交汇观景平台;永靖;#;5.7;临夏回族自治州必打卡景点榜 No.1;#;24条点评
敦煌鸣沙山沙漠露营野奢基地;敦煌 · 鸣沙山月牙泉景区;#;5.7;敦煌必打卡景点榜 No.12;等一次日升日落，银河升起,露营·营地;604条点评
西千佛洞;敦煌;#;5.7;敦煌必打卡景点榜 No.13;与莫高窟仅隔一道鸣沙山,历史建筑;246条点评
兰州 · 2025张韶涵「觅光」世界巡回演唱会-兰州站;兰州 · 奥体中心/兰州老街;#;5.7;#;演唱会;#
敦煌書局;敦煌 · 沙州市场;#;5.6;敦煌必打卡景点榜 No.14;#;32条点评
郎木寺镇;碌曲;4A;5.6;甘南亲子景点榜 No.3;赏白龙江峡谷，访佛教寺院,地标观景;471条点评
焉支山森林公园;山丹;4A;5.6;张掖亲子景点榜 No.6;当地休闲避暑的好地方,避暑纳凉;225条点评
炳灵寺石窟;永靖;#;5.5;临夏回族自治州必打卡景点榜 No.2;观赏鳞次栉比的神龛,历史建筑;150条点评
仙人崖;天水 · 麦积山石窟/仙人崖;#;5.5;天水必打卡景点榜 No.5;由三崖、五峰、六寺组成,历史建筑;346条点评
火星1号基地;金昌;#;5.5;金昌必打卡景点榜 No.1;特色展馆;39条点评
《回道张掖》演出;临泽;#;5.5;临泽亲子景点榜 No.1;演出;1382条点评
锁阳城;瓜州;4A;5.5;瓜州必打卡景点榜 No.3;曾是汉代敦煌郡冥安县治所,历史建筑;259条点评
敦煌旅拍;敦煌·酒泉;#;5.5;#;#;#
安多合作寺院米拉日巴佛阁;合作;#;5.4;合作必打卡景点榜 No.1;藏区少见的高层寺院建筑,历史建筑;180条点评
丹霞口文旅小镇;临泽;4A;5.4;甘肃夜游必打卡景点榜 No.8;有实景沙秀的江南风韵小镇,避暑纳凉;225条点评
小布达拉宫;临泽;#;5.4;#;自然山水;34条点评
敦煌艺术馆;兰州 · 东方红广场/兰州万象城;#;5.4;兰州亲子景点榜 No.11;特色展馆;14条点评
《天水千古秀》演出;天水 · 天水南站/天水站;#;5.4;天水亲子景点榜 No.4;演出;107条点评
沙洲夜市;敦煌 · 沙州市场;#;5.4;敦煌夜游必打卡景点榜 No.4;吃美食买精美古玩,城市漫步;324条点评
酒泉骑骆驼;敦煌·酒泉;#;5.4;#;#;#
炳灵寺世界文化遗产旅游区;永靖;5A;5.4;#;历史建筑;25条点评
鸣沙山月牙泉国际野奢沙漠宿集;敦煌 · 沙州市场;#;5.3;敦煌亲子景点榜 No.8;大漠日落，星空银河,露营·营地;722条点评
西部恐龙水乐园;永登 · 兰州新区;4A;5.3;永登亲子景点榜 No.2;体验在水中畅玩的快乐,遛娃宝藏地;482条点评
敦煌印局;敦煌 · 沙州市场;#;5.3;#;#;319条点评
黄河索道;兰州 · 黄河铁桥/西关;#;5.2;#;乘索道游览白塔山公园,缆车索道;50条点评
玉泉景区;天水 · 天水古城/兰天城市广场;4A;5.2;天水必打卡景点榜 No.7;保存有明清古建筑的道观,历史建筑;256条点评
大峪沟风景区;卓尼;4A;5.1;卓尼玩水避暑榜 No.1;观峡谷崖壁，赏寺庙和草原,自然山水;72条点评
刘家峡;永靖;#;5.2;临夏回族自治州亲子景点榜 No.1;乘快艇游览刘家峡水库,避暑纳凉;185条点评
黄河三峡;永靖;#;5.2;临夏回族自治州必打卡景点榜 No.3;观黄河风光，赏佛寺石窟,自然山水;75条点评
黄河羊皮筏子漂流中心;兰州 · 小西湖/文化宫;#;5.2;兰州亲子景点榜 No.13;体验羊皮筏子观赏黄河风光,清凉漂流;31条点评
张掖看日落;临泽·张掖;#;5.2;#;#;#
敦煌莫高窟数字展示中心;敦煌 · 敦煌机场/敦煌火车站;#;5.2;敦煌亲子景点榜 No.9;多媒体形式展现莫高窟精华,特色展馆;62条点评
七彩丹霞景区-观景台;临泽;#;5.2;#;自然山水;19条点评
兰州海洋公园;榆中;#;5.2;兰州亲子景点榜 No.14;遛娃宝藏地;414条点评
千手千眼;敦煌 · 鸣沙山月牙泉景区;#;5.2;敦煌亲子景点榜 No.10;演出;32条点评
阿万仓湿地;玛曲;4A;5.1;甘南亲子景点榜 No.5;自然形成的草地,避暑纳凉;42条点评
中华裕固风情走廊;肃南;#;5.1;#;祁连山下的美丽草原,草原采风;74条点评
永泰古城;景泰;#;5.1;白银必打卡景点榜 No.2;戈壁古堡、明代军事要塞,古镇古村;77条点评
西部恐龙园;永登 · 兰州新区;#;5.1;#;游乐场;10条点评
兰山公园;兰州;#;5.1;兰州玩水避暑榜 No.2;地势高，尽览城市风光,避暑纳凉;97条点评
祁连山;肃南;#;5.1;张掖亲子景点榜 No.8;辉煌灿烂文化的发源地,登高爬山;206条点评
鸠摩罗什寺;武威 · 武威步行街/文庙;#;5.0;#;以罗什舌舍利塔闻名,历史建筑;30条点评
敦煌冲沙越野;敦煌·酒泉;#;5.1;#;#;#
酒泉1969航天科技体验馆;酒泉;#;5.1;#;#;9条点评
风起大汉·沉浸式演艺街区;兰州 · 省博物馆/兰州中心;#;5.1;兰州亲子景点榜 No.16;#;60条点评
马蹄寺千佛洞;肃南;#;5.0;#;观祁连风光，赏石窟艺术,历史建筑;43条点评
敦煌观星;敦煌·酒泉;#;5.0;#;#;#
兰州新区长城影视基地;皋兰 · 兰州新区;#;5.0;#;观赏世界古文明代表性建筑,嗨玩乐园;145条点评
敦煌光电博览园(超级镜子发电站);敦煌;#;5.0;#;#;64条点评
雷台公园-汉墓;武威 · 武威步行街/文庙;#;5.0;#;#;9条点评
天水市博物馆;天水 · 天水古城/兰天城市广场;#;5.0;#;综合性历史博物馆,博物馆;80条点评
兰州水车博览园;兰州 · 东方红广场/兰州万象城;4A;5.0;甘肃玩水避暑榜 No.13;汇集了全国各地的各种水车,遛娃宝藏地;651条点评
阿兰拉格达(丹霞夜游);肃南;#;5.0;#;演出;101条点评
雷音寺;敦煌 · 鸣沙山月牙泉景区;#;5.0;#;高僧西行求法的必经之地,历史建筑;186条点评
达尔宗湖;夏河;#;4.8;#;自然山水;53条点评
雕塑无界;瓜州;#;4.9;#;地标观景;4条点评
汉唐天马城;武威 · 武威步行街/文庙;#;4.9;#;#;11条点评
河口古镇;兰州;#;4.9;#;参观青砖绿瓦的钟鼓楼,古镇古村;54条点评
乌鞘岭;天祝;#;4.9;#;丝绸之路的重要关隘,登高爬山;11条点评
张掖市博物馆;张掖 · 大佛寺;#;4.8;#;城市综合性博物馆,博物馆;22条点评
九层楼;敦煌;#;4.9;#;莫高窟较高的建筑之一,历史建筑;170条点评
净土寺;天水;#;4.9;#;一进三禅院的宏大建筑群,历史建筑;46条点评
嘉峪关长城博物馆;嘉峪关;#;4.9;#;配备国内先进的设施,博物馆;161条点评
渭河源景区;渭源;4A;4.9;渭源玩水避暑榜 No.1;环山绕水，赏飞瀑流泉,自然山水;114条点评
酒泉看日落;敦煌·酒泉;#;4.8;#;#;#
亚欧国际观光体验厅;兰州 · 正宁路小吃夜市/南关民族风味街;#;4.8;#;地标观景;50条点评
吐鲁沟国家森林公园;永登;4A;4.8;#;兰州周边郊游放松的好去处,避暑纳凉;291条点评
南郭寺;天水 · 秦州万达;4A;4.8;#;历史建筑;117条点评
甘肃尕海则岔自然保护区-尕海湖;碌曲;#;4.8;#;当地规模较大的淡水湖,自然山水;178条点评
兰州市博物馆;兰州 · 东方红广场/兰州万象城;#;4.8;#;博物馆;3条点评
八坊十三巷;临夏市;4A;4.8;临夏回族自治州夜游必打卡景点榜 No.1;围寺而居、围坊而商,城市漫步;69条点评
敦煌玉门关遗址;敦煌;#;4.8;#;历史建筑;14条点评
紫轩葡萄酒庄园;嘉峪关;4A;4.8;#;欧洲小镇的建筑风格;80条点评
敦煌鸣沙山沙漠观星露营野奢基地;敦煌;#;4.7;#;夜游观景;47条点评
兰州西关清真大寺;兰州 · 黄河铁桥/西关;#;4.7;#;庄严肃穆的兰州古寺;14条点评
美仁大草原;合作;#;4.7;#;感受高原草地的辽阔和雄浑,草原采风;33条点评
敦煌莫高窟-千佛洞;敦煌;#;4.7;#;博物馆&展馆;4条点评
武威西夏博物馆;武威 · 武威步行街/文庙;#;4.7;#;欣赏西夏珍贵文物,博物馆;90条点评
冶力关旅游区;临潭;5A;4.7;临潭玩水避暑榜 No.1;天池冶海10大打卡点,避暑纳凉;19条点评
南关民族风味一条街;兰州 · 正宁路小吃夜市/南关民族风味街;#;4.7;兰州夜游必打卡景点榜 No.5;城市漫步;34条点评
《天下雄关》演出;嘉峪关;#;4.7;#;演出;20条点评
阳坝自然风景区;康县;4A;4.7;#;游茶园品美食,避暑纳凉;60条点评
甘肃简牍博物馆;兰州 · 奥体中心/兰州老街;#;4.6;#;博物馆;7条点评
敦煌画院;敦煌 · 鸣沙山月牙泉景区;#;4.6;#;特色展馆;22条点评
酒泉看日出;敦煌·酒泉;#;4.6;#;#;#
武威市博物馆;武威 · 武威步行街/文庙;#;4.3;#;王杖诏书令,博物馆;25条点评
扎尕那仙女滩;迭部;#;4.6;#;可以看到美丽的扎尕那日落,登高爬山;14条点评
天斧沙宫;兰州;#;4.6;#;神斧凿成的沙宫宫殿,自然山水;29条点评
西晋墓;敦煌;#;4.5;#;#;23条点评
马牙雪山(抓喜秀龙镇);天祝;#;4.5;#;主峰海拔四千多米,登高爬山;29条点评
内城;嘉峪关;#;4.5;#;以黄土建筑的六百年古城,历史建筑;140条点评
周祖陵景区;庆城;4A;4.5;#;钟灵毓秀，农耕文化始地;95条点评
莫高窟148窟;敦煌;#;4.5;#;窟顶为盛唐时所绘千佛,历史建筑;70条点评
石佛沟国家森林公园;兰州;4A;4.5;#;群山连绵、绿屏如障,登高爬山;44条点评
白塔寺;武威;4A;4.0;#;重要的藏传佛教寺院遗迹,历史建筑;99条点评
大像山公园-石窟寺;甘谷;4A;4.5;#;参观大佛像祭典始祖伏羲,历史建筑;101条点评
西狭颂景区;成县;4A;4.5;#;因《西狭颂》石刻闻名于世,自然山水;79条点评
敦煌民俗博物馆;敦煌 · 鸣沙山月牙泉景区;#;4.5;#;防匪、防盗、防沙的古堡式,博物馆;142条点评
水立方温泉度假酒店室内温泉馆;嘉峪关 · 方特欢乐世界;#;4.5;#;泡温泉;41条点评
大众巷;兰州 · 黄河铁桥/西关;#;4.5;#;品尝众多的兰州小吃,城市漫步;412条点评
鸣沙山金驼户外沙漠露营基地;敦煌;#;4.3;#;沙漠日落,大漠奇观,露营·营地;68条点评
雷台汉文化博物馆;武威 · 武威步行街/文庙;#;4.4;#;铜车马仪仗俑,博物馆;17条点评
遮阳山旅游风景区;漳县;4A;4.4;漳县玩水避暑榜 No.1;游览峡谷中的好山水,避暑纳凉;177条点评
木塔寺;张掖 · 大佛寺;#;4.4;#;登上塔顶可一览全市风光,历史建筑;159条点评
鹅嫚沟;宕昌;#;4.4;#;避暑纳凉;3条点评
南宅子;天水 · 天水古城/兰天城市广场;#;4.4;#;具有典型明代建筑风格,历史建筑;69条点评
胡氏古民居;天水 · 天水古城/兰天城市广场;#;4.4;#;历史建筑;20条点评
冶力关国家森林公园;卓尼;4A;4.4;#;参观梅花鹿养殖基地,避暑纳凉;257条点评
酒泉露营;敦煌·酒泉;#;4.4;#;#;#
酒泉市博物馆;酒泉 · 万达广场/富康购物中心;#;4.4;#;了解酒泉的历史文化,博物馆;66条点评
兴隆山滑雪场;榆中;#;4.4;#;配套齐全的高山滑雪场,遛娃宝藏地;117条点评
千坝牧场;陇南;#;4.4;#;草原采风;4条点评
敦煌莫高窟复制窟中心;敦煌 · 沙州市场;#;4.4;#;博物馆&展馆;8条点评
刘家峡大桥;东乡族;#;4.0;#;地标观景;4条点评
汉长城遗址;敦煌;#;4.4;#;保存较为完好的汉长城之一,历史建筑;264条点评
汉武雄风;瓜州;#;4.3;#;地标观景;3条点评
酒泉滑沙;敦煌·酒泉;#;4.3;#;#;#
文殊山石窟群旅游景区;肃南;4A;4.3;#;佛教道教并存的千年石窟,历史建筑;34条点评
张掖夜市;张掖 · 钟鼓楼;#;4.3;张掖夜游必打卡景点榜 No.3;城市漫步;4条点评
黄河边大合唱;兰州·甘肃;#;4.3;#;#;#
永登县苦水镇丹霞自驾游营地;永登;#;4.3;#;自然山水;6条点评
山西会馆;张掖 · 大佛寺;#;4.3;#;由山西晋商所建,历史建筑;79条点评
东哇村;迭部;#;4.3;#;#;40条点评
敦煌胡杨林;敦煌;#;4.3;#;自然山水;21条点评
天堂寺;天祝;#;4.2;#;天祝十四寺院之一,历史建筑;37条点评
当金山;阿克塞;#;4.3;#;山势陡峻，植被稀疏,登高爬山;16条点评
水帘洞石窟群;武山;4A;4.3;#;欣赏千年历史的石窟壁画,历史建筑;71条点评
兰州水车园;兰州 · 小西湖/文化宫;#;4.3;#;#;12条点评
小西湖;兰州 · 小西湖/文化宫;#;4.2;兰州玩水避暑榜 No.3;在西北游览江南园中的秀美,避暑纳凉;150条点评
金塔寺;肃南;#;4.2;#;被誉为东方飞天之精华,历史建筑;27条点评
西汉酒泉胜迹景区;酒泉;4A;4.2;#;酒泉市名称的由来地,园林花园;125条点评
新城魏晋壁画墓;嘉峪关;#;4.2;#;曾出土众多精美的砖画,历史建筑;91条点评
甘肃科技馆;兰州 · 兰州海关/吾悦广场;#;4.2;#;展品丰富，感受科技魅力,科技馆;43条点评
大云寺•王母宫;泾川;4A;4.2;#;古“丝绸之路”上的名窟,历史建筑;74条点评
狗熊岭雪乡欢乐世界;宁县;#;4.2;#;冰雪乐园;1条点评
北石窟寺;庆阳;#;4.2;#;靠山向水，以唐代石窟居多,历史建筑;78条点评
嘉峪关关城里;嘉峪关;#;4.2;#;城市漫步;13条点评
武威温泉度假村;武威;#;4.2;甘肃温泉景点榜 No.2;休闲养生式温泉体验,度假村;145条点评
黄河百里风情线;兰州 · 东方红广场/兰州万象城;#;4.2;#;城市漫步;1条点评
东湖生态旅游景区;嘉峪关 · 大唐美食街;4A;4.2;嘉峪关玩水避暑榜 No.1;国家队铁人三项专用训练场,避暑纳凉;86条点评
海藏寺;武威;#;3.7;#;千年古刹，历史遗迹众多,历史建筑;42条点评
南城门广场;武威 · 武威步行街/文庙;#;4.2;#;地标观景;30条点评
张掖国家湿地公园;张掖;4A;4.2;张掖玩水避暑榜 No.4;西北地区少见的广阔湿地,清凉漂流;171条点评
嘉峪关城市博物馆;嘉峪关 · 大唐美食街;#;4.2;#;了解嘉峪关的历史文化,博物馆;57条点评
云崖寺国家森林公园;庄浪;4A;4.2;#;历史建筑;104条点评
白衣寺塔;兰州 · 东方红广场/兰州万象城;#;4.1;#;有古老的砖塔和众多文物;150条点评
大唐美食街(大唐路店);嘉峪关 · 大唐美食街;#;4.1;#;汇集了全国很多地方的美食,城市漫步;45条点评
五泉山公园;兰州;#;4.1;#;拥有五眼名泉与众多寺庙,公园&植物园;458条点评
藏经洞;敦煌;#;4.1;#;藏有文物5万多件,历史建筑;176条点评
武侯祠;礼县;#;4.1;#;诸葛亮及蜀汉英雄纪念地;24条点评
张掖国家沙漠体育公园景区;张掖;4A;4.1;#;可露营野炊，体验沙漠运动,露营·营地;17条点评
张掖路商业街;兰州;#;4.1;#;极具文化历史底蕴的街道,城市漫步;130条点评
庆阳 · 陇东明珠 魅力庆阳 盛夏之夜群星演唱会;庆阳;#;4.1;#;演唱会;#
玉门魔山国家地质公园;玉门;#;4.1;#;自然山水;1条点评
反弹琵琶雕像;敦煌 · 沙州市场;#;4.1;#;敦煌市标志建筑之一,地标观景;236条点评
刘家峡水库-观景台;东乡族;#;4.1;#;#;2条点评
酒泉天宝景区;酒泉 · 万达广场/富康购物中心;4A;4.1;#;布展展品120余件;261条点评
郭莽湿地;碌曲;#;4.1;#;#;18条点评
沙漠公园;武威;4A;4.1;#;能赏大漠与园林的沙漠绿洲,公园&植物园;84条点评
塔尔寺遗址;瓜州;#;4.1;#;历史建筑;6条点评
悬泉置遗址;敦煌;#;4.1;#;历史建筑;22条点评
龙泉寺;崇信;4A;4.0;#;依山而建，泉水四季不断,历史建筑;68条点评
洛克观景台;迭部;#;4.1;#;#;2条点评
读者博物馆;兰州 · 东方红广场/兰州万象城;#;4.1;#;博物馆;2条点评
钟鼓楼;张掖 · 钟鼓楼;#;4.0;#;河西走廊现存较大的鼓楼,历史建筑;40条点评
兰州大学(榆中校区);榆中;#;4.0;#;#;6条点评
三十三天石窟;肃南;#;4.0;#;历史建筑;2条点评
天水泡温泉;天水·甘肃;#;4.0;#;#;#
敦煌石窟文物保护研究陈列中心;敦煌;#;4.0;#;展现敦煌石窟艺术发展历程,特色展馆;165条点评
龙山国际滑雪场;皋兰;#;4.0;#;被誉为西部第一雪场,户外滑雪;25条点评
兰州 · 2025马克西姆“边界”古典跨界钢琴演奏会;兰州 · 甘肃大剧院/国际会展中心;#;4.0;#;#;#
阳关烽燧;敦煌;#;4.0;#;领略壮美的大漠风光,历史建筑;55条点评
江迭路;卓尼;#;4.0;#;#;1条点评
庆阳黄土高原地缝峡谷(黑河大峡谷);庆城;#;4.0;#;#;3条点评
骊靬古城;永昌;4A;4.0;#;古罗马风情建筑;139条点评
武山摩崖石窟文化旅游区;武山;#;4.0;#;#;2条点评
酒泉越野车体验;敦煌·酒泉;#;3.9;#;#;#
兰州水善汤泉（小西湖店）;兰州 · 小西湖/文化宫;#;3.9;#;洗浴泡汤;6条点评
刘家峡恐龙国家地质公园;永靖;4A;3.9;#;观赏恐龙足印化石,历史建筑;26条点评
镇远楼;张掖 · 钟鼓楼;#;3.9;#;三层木构塔形,历史建筑;79条点评
黑水国遗址;张掖;#;3.9;#;土城残垣，有汉代墓葬群,历史建筑;32条点评
花桥村;康县;4A;3.9;#;田园风光旖旎，适合养生,登高爬山;13条点评
甘肃丝绸之路文明展;兰州 · 省博物馆/兰州中心;#;3.9;#;特色展馆;1条点评
多坝沟胡杨峡景区;阿克塞;#;3.9;#;自然山水;4条点评
甘肃兰州秦王川国家湿地公园;皋兰 · 兰州新区;#;3.9;#;放松身心的好去处,自然山水;7条点评
碧口古镇;文县;#;3.9;#;品茶赏古镇美景,古镇古村;11条点评
酒泉海市蜃楼;敦煌;#;3.9;#;#;18条点评
松鸣岩;和政;4A;3.9;和政玩水避暑榜 No.1;因风起似马奔腾而得名,避暑纳凉;116条点评
白云观;兰州;#;3.9;#;黄河边古老的道观,历史建筑;115条点评
敦煌飞天表演;敦煌·酒泉;#;3.9;#;#;#
甘南游牧体验;碌曲·甘南;#;3.9;#;#;#
月泉阁;敦煌 · 鸣沙山月牙泉景区;#;3.9;#;历史建筑;17条点评
鸣沙山国际野奢营;敦煌 · 沙州市场;#;3.9;敦煌夜游必打卡景点榜 No.7;野奢露营，沙漠玩乐,露营·营地;594条点评
关帝庙;嘉峪关;#;3.9;#;百姓祭拜祈福之地;49条点评
赤金峡风景区;玉门;4A;3.8;#;戈壁绿洲中体验激情漂流,清凉漂流;73条点评
腊子口景区;迭部;4A;3.9;#;拥有优美的自然风光,自然山水;49条点评
小崆峒;庆阳;#;3.8;#;建有民俗博物馆,登高爬山;49条点评
甘加草原;夏河;#;3.8;#;蓝天、白云、草原浑然一体,草原采风;97条点评
饮马沟大峡谷;景泰;#;3.8;#;#;2条点评
七一冰川;嘉峪关;#;3.8;#;亚洲距离城市较近的可游览冰川,自然山水;3条点评
首阳山景区;渭源;4A;3.8;#;九峰环峙、状如莲花,避暑纳凉;43条点评
